time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,33.08497357416765,,71.30932206728986,29.29278828786767,39.5188842301283,,
24278,2023,3,184,15072.0,,31.94346783520563,,66.55953912415902,26.165866696316264,42.07173392968129,,
24279,2023,4,184,13972.0,,28.355472681005672,,68.1784258719921,21.53166653798974,27.9524158024376,,
24280,2023,5,184,15015.0,,27.420576732634228,,68.92488438173278,22.37608476307081,31.338862499006005,,
24281,2023,6,184,13978.0,,37.86491723441996,,73.44772164317655,28.764989842539247,36.214369142390986,,
24282,2023,7,184,15509.0,,25.1891043747453,,67.30593368479349,21.231403247169826,26.312885768741815,,
24283,2023,8,184,15248.0,,24.7377167093291,,65.5385160092358,20.500038281730983,29.04306567798657,,
24284,2023,9,184,15517.0,,30.41543362565805,,72.92099044923964,25.649798020072605,37.27538179914932,,
24285,2023,10,184,17595.0,,25.158428095660113,,69.33999132138946,24.057746866474982,34.35372393436931,,
24286,2023,11,184,17047.0,,34.7927936803017,,74.40080992137463,32.23438879717951,53.41898458377343,,
24287,2023,12,184,22377.0,,33.036946263747794,,71.18445835729173,40.17759492086328,129.08015663214405,,
24288,2024,1,176,15053.0,,46.981573918962894,,90.15367359342964,40.18259273875844,76.03382246617473,,
24289,2024,2,176,10004.0,,55.50002573204726,,97.1822882216923,31.54671917178414,44.98548974787055,,
24290,2024,3,176,16751.0,,35.756518689776655,,89.60089241395224,34.03167298707095,54.013817210688465,,
24291,2024,4,176,12136.0,,36.67962769575628,,90.6793511919291,25.29227055202831,32.607866264572415,,
24292,2024,5,176,16078.0,,31.144900048516078,,57.83285429277313,28.451574032956902,47.48363455772996,,
24293,2024,6,176,12787.0,,38.48946756983583,,66.64095599959329,27.96391033042561,38.81246031666838,,
24294,2024,7,176,15121.0,,26.5026289684638,,58.32159569157792,22.769673445008017,30.169617990571865,,
24295,2024,8,176,19165.0,,34.85289954094174,,60.72409718726305,37.952035210349344,56.11664257212508,,
24296,2024,9,176,21348.0,,29.728843336228643,,59.43604704346552,36.05973565578461,57.134481506202924,,
24297,2024,10,176,24947.0,,21.930259193557724,,48.80792580241535,31.084896369413897,53.16902015061567,,
