time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,29.495065440651025,68.32021245490665,27.326216335150978,48.526338622257484
24287,2023,12,184,22377.0,32.35314374370923,78.73663056042118,39.34599443222726,136.73102616450709
24288,2024,1,176,15053.0,44.77711580649577,92.95577288315819,38.29715478608982,77.60605962064673
24289,2024,2,176,10004.0,34.10045540219508,27.25517397384377,19.3830088547477,32.13811636250148
24290,2024,3,176,16751.0,30.61144801949777,30.02691053817548,29.13479350992086,60.08391447208695
24291,2024,4,176,12136.0,29.978801098755238,31.286653372530942,20.671746030368954,36.55996505125631
24292,2024,5,176,16078.0,37.56906258271382,90.20902181971164,34.3201925116405,59.5293037397875
24293,2024,6,176,12787.0,37.77709456226255,84.65064195923898,27.446347054980183,40.471117159198975
24294,2024,7,176,15121.0,29.427175427000407,78.48023238755316,25.282290888163246,42.18656915696133
24295,2024,8,176,19165.0,37.13897476729518,83.39218023766828,40.44138928495523,64.33861059578204
24296,2024,9,176,21348.0,28.734327896849127,78.42026479605114,34.8534336330645,64.41748041921173
24297,2024,10,176,24947.0,29.926943996091932,82.65726230261166,42.41974271991508,75.59667319812424
