time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.29514528117473,46.29514528117473,1,46.29514528117473,46.29514528117473,0.0
,,2,,,,,,,27.850148282909842,27.850148282909842,1,27.850148282909842,27.850148282909842,0.0
,,3,,,,,,,30.430894305052615,30.430894305052615,1,30.430894305052615,30.430894305052615,0.0
,,4,,,,,,,29.839203657103603,29.839203657103603,1,29.839203657103603,29.839203657103603,0.0
,,5,,,,,,,37.10990627234771,37.10990627234771,1,37.10990627234771,37.10990627234771,0.0
,,6,,,,,,,39.02013693328823,39.02013693328823,1,39.02013693328823,39.02013693328823,0.0
,,7,,,,,,,29.033531142185165,29.033531142185165,1,29.033531142185165,29.033531142185165,0.0
,,8,,,,,,,36.150362224499574,36.150362224499574,1,36.150362224499574,36.150362224499574,0.0
,,9,,,,,,,29.565438860064138,29.565438860064138,1,29.565438860064138,29.565438860064138,0.0
,,10,,,,,,,27.94994266519868,27.94994266519868,1,27.94994266519868,27.94994266519868,0.0
,,11,,,,,,,27.64721355374078,27.64721355374078,1,27.64721355374078,27.64721355374078,0.0
,,12,,,,,,,29.883662496752322,29.883662496752322,1,29.883662496752322,29.883662496752322,0.0
