time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.27384445026745,47.27384445026745,1,47.27384445026745,47.27384445026745,0.0
,,2,,,,,,,30.907052208445062,30.907052208445062,1,30.907052208445062,30.907052208445062,0.0
,,3,,,,,,,29.979868424471,29.979868424471,1,29.979868424471,29.979868424471,0.0
,,4,,,,,,,31.622931430166485,31.622931430166485,1,31.622931430166485,31.622931430166485,0.0
,,5,,,,,,,35.220261987192636,35.220261987192636,1,35.220261987192636,35.220261987192636,0.0
,,6,,,,,,,38.67811969222533,38.67811969222533,1,38.67811969222533,38.67811969222533,0.0
,,7,,,,,,,30.890263821266682,30.890263821266682,1,30.890263821266682,30.890263821266682,0.0
,,8,,,,,,,37.34196984230383,37.34196984230383,1,37.34196984230383,37.34196984230383,0.0
,,9,,,,,,,29.37674254008748,29.37674254008748,1,29.37674254008748,29.37674254008748,0.0
,,10,,,,,,,27.392459924344987,27.392459924344987,1,27.392459924344987,27.392459924344987,0.0
,,11,,,,,,,27.5842564533566,27.5842564533566,1,27.5842564533566,27.5842564533566,0.0
,,12,,,,,,,29.05772286741707,29.05772286741707,1,29.05772286741707,29.05772286741707,0.0
