time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.917005219257018,69.4192647769362,25.864194998514915,47.16826760363042
24287,2023,12,184,22377.0,30.30333869723537,76.4595512716467,36.853141849349775,144.43180251905034
24288,2024,1,176,15053.0,43.22082856760808,91.18641130423325,36.966087069784344,78.14653404566985
24289,2024,2,176,10004.0,29.810039333413517,26.40658144857811,16.944297357469818,28.991972915447125
24290,2024,3,176,16751.0,30.832477261383467,28.61178489717316,29.345160602581505,59.92225473230546
24291,2024,4,176,12136.0,29.035373021650845,31.414524010911343,20.021209488111058,34.38099361264525
24292,2024,5,176,16078.0,37.54370518665121,84.122317679454,34.29702795403285,59.83499380037468
24293,2024,6,176,12787.0,40.0301430879956,85.97192093218932,29.08326361739771,42.83593735033383
24294,2024,7,176,15121.0,29.328406451145373,78.04536860291186,25.19743374703234,41.775341848757954
24295,2024,8,176,19165.0,36.985022851285414,86.13644898250502,40.273747894595736,63.57892706702846
24296,2024,9,176,21348.0,30.55994935269401,78.1749974893971,37.067829476210896,70.50797460258943
24297,2024,10,176,24947.0,28.510998809939526,82.4525590721639,40.412720869975075,74.73033616768473
