time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.51471259819758,46.51471259819758,1,46.51471259819758,46.51471259819758,0.0
,,2,,,,,,,29.09419034918761,29.09419034918761,1,29.09419034918761,29.09419034918761,0.0
,,3,,,,,,,31.38783381839479,31.38783381839479,1,31.38783381839479,31.38783381839479,0.0
,,4,,,,,,,30.26097462452021,30.26097462452021,1,30.26097462452021,30.26097462452021,0.0
,,5,,,,,,,37.685572665361484,37.685572665361484,1,37.685572665361484,37.685572665361484,0.0
,,6,,,,,,,38.29453076635871,38.29453076635871,1,38.29453076635871,38.29453076635871,0.0
,,7,,,,,,,30.646234563573536,30.646234563573536,1,30.646234563573536,30.646234563573536,0.0
,,8,,,,,,,36.596986776742014,36.596986776742014,1,36.596986776742014,36.596986776742014,0.0
,,9,,,,,,,30.257946029200326,30.257946029200326,1,30.257946029200326,30.257946029200326,0.0
,,10,,,,,,,27.997782716987103,27.997782716987103,1,27.997782716987103,27.997782716987103,0.0
,,11,,,,,,,27.335858804903186,27.335858804903186,1,27.335858804903186,27.335858804903186,0.0
,,12,,,,,,,30.030542774846484,30.030542774846484,1,30.030542774846484,30.030542774846484,0.0
