time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,43.56051472335204,43.56051472335204,1,43.56051472335204,43.56051472335204,0.0
,,2,,,,,,,27.59195302359881,27.59195302359881,1,27.59195302359881,27.59195302359881,0.0
,,3,,,,,,,32.92212485035355,32.92212485035355,1,32.92212485035355,32.92212485035355,0.0
,,4,,,,,,,28.367791934150045,28.367791934150045,1,28.367791934150045,28.367791934150045,0.0
,,5,,,,,,,35.90645484587165,35.90645484587165,1,35.90645484587165,35.90645484587165,0.0
,,6,,,,,,,35.818368026642744,35.818368026642744,1,35.818368026642744,35.818368026642744,0.0
,,7,,,,,,,28.776090758074492,28.776090758074492,1,28.776090758074492,28.776090758074492,0.0
,,8,,,,,,,36.81341006421381,36.81341006421381,1,36.81341006421381,36.81341006421381,0.0
,,9,,,,,,,30.718974875437908,30.718974875437908,1,30.718974875437908,30.718974875437908,0.0
,,10,,,,,,,28.427443137320562,28.427443137320562,1,28.427443137320562,28.427443137320562,0.0
,,11,,,,,,,28.260298607619426,28.260298607619426,1,28.260298607619426,28.260298607619426,0.0
,,12,,,,,,,30.670335120489522,30.670335120489522,1,30.670335120489522,30.670335120489522,0.0
