time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,28.51376776576302,72.66067213143349,26.417076038204467,46.6294714177604
24287,2023,12,184,22377.0,30.167080164366133,78.20108681085102,36.68743221945766,132.148035217434
24288,2024,1,176,15053.0,46.74400042808606,94.40369896501797,39.97939991158974,76.80465297855397
24289,2024,2,176,10004.0,31.171637154480912,25.021481849018983,17.718241937126535,31.293215882194616
24290,2024,3,176,16751.0,29.971612876105514,26.883083862969027,28.52582314134338,58.50059473612332
24291,2024,4,176,12136.0,30.351622316090975,30.54704953109924,20.928823206140915,39.380208809962255
24292,2024,5,176,16078.0,37.80166256439668,85.61776584665265,34.532677881271006,58.32795478391401
24293,2024,6,176,12787.0,38.01717719593432,84.5970989720746,27.62077527297797,39.98722468961457
24294,2024,7,176,15121.0,30.218033054267146,78.9218421077388,25.96175442122577,42.984257176685695
24295,2024,8,176,19165.0,35.729231931661666,85.34736732481565,38.90629147558499,62.12414717129028
24296,2024,9,176,21348.0,29.35544656224848,79.70272959348456,35.606822341527305,64.39976045073087
24297,2024,10,176,24947.0,28.484446916377564,82.85184719076301,40.375085069481315,70.5542472374006
