time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.22633620883613,46.22633620883613,1,46.22633620883613,46.22633620883613,0.0
,,2,,,,,,,28.726670281790117,28.726670281790117,1,28.726670281790117,28.726670281790117,0.0
,,3,,,,,,,30.21807589043,30.21807589043,1,30.21807589043,30.21807589043,0.0
,,4,,,,,,,29.52684437145092,29.52684437145092,1,29.52684437145092,29.52684437145092,0.0
,,5,,,,,,,37.11224915597114,37.11224915597114,1,37.11224915597114,37.11224915597114,0.0
,,6,,,,,,,39.56886819454357,39.56886819454357,1,39.56886819454357,39.56886819454357,0.0
,,7,,,,,,,29.68869826939025,29.68869826939025,1,29.68869826939025,29.68869826939025,0.0
,,8,,,,,,,36.67390153535513,36.67390153535513,1,36.67390153535513,36.67390153535513,0.0
,,9,,,,,,,28.921353336361697,28.921353336361697,1,28.921353336361697,28.921353336361697,0.0
,,10,,,,,,,27.35747622006687,27.35747622006687,1,27.35747622006687,27.35747622006687,0.0
,,11,,,,,,,26.44314261535843,26.44314261535843,1,26.44314261535843,26.44314261535843,0.0
,,12,,,,,,,28.883996604460705,28.883996604460705,1,28.883996604460705,28.883996604460705,0.0
