time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,50.32651638080091,50.32651638080091,1,50.32651638080091,50.32651638080091,0.0
,,2,,,,,,,30.094776987541987,30.094776987541987,1,30.094776987541987,30.094776987541987,0.0
,,3,,,,,,,34.60800251261399,34.60800251261399,1,34.60800251261399,34.60800251261399,0.0
,,4,,,,,,,32.193915406505155,32.193915406505155,1,32.193915406505155,32.193915406505155,0.0
,,5,,,,,,,39.28218060571078,39.28218060571078,1,39.28218060571078,39.28218060571078,0.0
,,6,,,,,,,39.28730049506509,39.28730049506509,1,39.28730049506509,39.28730049506509,0.0
,,7,,,,,,,29.879394408397207,29.879394408397207,1,29.879394408397207,29.879394408397207,0.0
,,8,,,,,,,37.3591848744068,37.3591848744068,1,37.3591848744068,37.3591848744068,0.0
,,9,,,,,,,30.088146374233528,30.088146374233528,1,30.088146374233528,30.088146374233528,0.0
,,10,,,,,,,28.429313230831987,28.429313230831987,1,28.429313230831987,28.429313230831987,0.0
,,11,,,,,,,26.85535250556362,26.85535250556362,1,26.85535250556362,26.85535250556362,0.0
,,12,,,,,,,30.94217148374711,30.94217148374711,1,30.94217148374711,30.94217148374711,0.0
