time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,26.46129924959079,66.3877549915155,24.515530886292076,41.16772150095513
24287,2023,12,184,22377.0,29.568670412408387,76.65519580791451,35.959681403177306,130.2693247752972
24288,2024,1,176,15053.0,46.307902827930846,93.38667047288357,39.606412572093355,77.20057026289055
24289,2024,2,176,10004.0,28.027821590383322,24.704038885825554,15.931268590351976,32.22708531614273
24290,2024,3,176,16751.0,32.75445526848505,29.52684395572968,31.174425011499604,63.46348238388044
24291,2024,4,176,12136.0,28.13347504057509,30.301643797494492,19.39930983479655,34.655753002737995
24292,2024,5,176,16078.0,38.99951138715947,87.00316727560701,35.62694000470171,61.6541211009736
24293,2024,6,176,12787.0,40.40172245539364,84.94228542875966,29.35322869529082,42.9868297574458
24294,2024,7,176,15121.0,31.366324208362396,79.55126994248366,26.94830615651408,43.12162040596504
24295,2024,8,176,19165.0,35.40187341969199,84.08517971722499,38.54982409593164,62.16538282924273
24296,2024,9,176,21348.0,28.965352663023275,79.06871346821046,35.133656173308005,65.34088569621932
24297,2024,10,176,24947.0,27.940015820745955,82.49142617261819,39.603384925008484,71.99411145426903
