time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,48.20380722697355,48.20380722697355,1,48.20380722697355,48.20380722697355,0.0
,,2,,,,,,,29.0834013068425,29.0834013068425,1,29.0834013068425,29.0834013068425,0.0
,,3,,,,,,,30.17974170846116,30.17974170846116,1,30.17974170846116,30.17974170846116,0.0
,,4,,,,,,,30.227969250817594,30.227969250817594,1,30.227969250817594,30.227969250817594,0.0
,,5,,,,,,,37.49708552921896,37.49708552921896,1,37.49708552921896,37.49708552921896,0.0
,,6,,,,,,,37.08564439775541,37.08564439775541,1,37.08564439775541,37.08564439775541,0.0
,,7,,,,,,,29.939757217183953,29.939757217183953,1,29.939757217183953,29.939757217183953,0.0
,,8,,,,,,,36.4737041059904,36.4737041059904,1,36.4737041059904,36.4737041059904,0.0
,,9,,,,,,,28.760187839162267,28.760187839162267,1,28.760187839162267,28.760187839162267,0.0
,,10,,,,,,,28.688291734590294,28.688291734590294,1,28.688291734590294,28.688291734590294,0.0
,,11,,,,,,,28.253210687039065,28.253210687039065,1,28.253210687039065,28.253210687039065,0.0
,,12,,,,,,,29.193170506347503,29.193170506347503,1,29.193170506347503,29.193170506347503,0.0
