time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.83337932174954,46.83337932174954,1,46.83337932174954,46.83337932174954,0.0
,,2,,,,,,,31.599092881669822,31.599092881669822,1,31.599092881669822,31.599092881669822,0.0
,,3,,,,,,,31.039801972410856,31.039801972410856,1,31.039801972410856,31.039801972410856,0.0
,,4,,,,,,,29.13056805475791,29.13056805475791,1,29.13056805475791,29.13056805475791,0.0
,,5,,,,,,,36.75828009438693,36.75828009438693,1,36.75828009438693,36.75828009438693,0.0
,,6,,,,,,,37.084623956739286,37.084623956739286,1,37.084623956739286,37.084623956739286,0.0
,,7,,,,,,,29.52235186993823,29.52235186993823,1,29.52235186993823,29.52235186993823,0.0
,,8,,,,,,,37.64109976787478,37.64109976787478,1,37.64109976787478,37.64109976787478,0.0
,,9,,,,,,,30.40513789451298,30.40513789451298,1,30.40513789451298,30.40513789451298,0.0
,,10,,,,,,,29.008273217905327,29.008273217905327,1,29.008273217905327,29.008273217905327,0.0
,,11,,,,,,,28.40400870166902,28.40400870166902,1,28.40400870166902,28.40400870166902,0.0
,,12,,,,,,,29.667471069988416,29.667471069988416,1,29.667471069988416,29.667471069988416,0.0
