time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.859735433542546,46.859735433542546,1,46.859735433542546,46.859735433542546,0.0
,,2,,,,,,,28.091345966907195,28.091345966907195,1,28.091345966907195,28.091345966907195,0.0
,,3,,,,,,,30.339702756879856,30.339702756879856,1,30.339702756879856,30.339702756879856,0.0
,,4,,,,,,,31.213369048503754,31.213369048503754,1,31.213369048503754,31.213369048503754,0.0
,,5,,,,,,,35.26953243744922,35.26953243744922,1,35.26953243744922,35.26953243744922,0.0
,,6,,,,,,,38.96745945446692,38.96745945446692,1,38.96745945446692,38.96745945446692,0.0
,,7,,,,,,,30.07302101383212,30.07302101383212,1,30.07302101383212,30.07302101383212,0.0
,,8,,,,,,,37.35559947288211,37.35559947288211,1,37.35559947288211,37.35559947288211,0.0
,,9,,,,,,,28.677513272090938,28.677513272090938,1,28.677513272090938,28.677513272090938,0.0
,,10,,,,,,,27.619103472949153,27.619103472949153,1,27.619103472949153,27.619103472949153,0.0
,,11,,,,,,,26.357049312237685,26.357049312237685,1,26.357049312237685,26.357049312237685,0.0
,,12,,,,,,,28.14708081859052,28.14708081859052,1,28.14708081859052,28.14708081859052,0.0
