time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,26.603725180562204,67.41778380447847,24.647483867013257,45.1352267705358
24287,2023,12,184,22377.0,28.6306528489641,74.04202597318066,34.818919500069,127.87538142713306
24288,2024,1,176,15053.0,45.897519155122815,93.4358159654632,39.2554179455718,70.39831483275985
24289,2024,2,176,10004.0,29.91546606114252,26.072944918882392,17.00422286793578,30.396272646086903
24290,2024,3,176,16751.0,29.9416734200205,27.737450558649478,28.497327923793375,53.98704574167836
24291,2024,4,176,12136.0,31.706695948236085,31.270123253016997,21.863208069760972,40.90136568800199
24292,2024,5,176,16078.0,35.05395231478721,84.38435136900145,32.02258212029255,54.0014100607628
24293,2024,6,176,12787.0,38.46080963682556,84.01190472807879,27.94308936511866,42.073930568974546
24294,2024,7,176,15121.0,30.327486806314184,79.96138863741866,26.055791363538457,42.71810019238592
24295,2024,8,176,19165.0,37.99002059239626,89.15582383994726,41.368110491663316,64.75802345558556
24296,2024,9,176,21348.0,29.448653875720936,78.80673693147678,35.71987857607333,65.38584321149958
24297,2024,10,176,24947.0,27.051779905439737,85.16763619074148,38.34436098301166,65.6762117881335
