time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.95939004830947,70.65704603072297,25.90346316051802,47.52704225384151
24287,2023,12,184,22377.0,31.328065392601832,75.68708525924374,38.09935430925279,129.11283205946438
24288,2024,1,176,15053.0,46.46479225244928,95.5042838292517,39.740597600915855,77.41639525758247
24289,2024,2,176,10004.0,35.68209901390784,27.545150556083048,20.282029462223523,32.72535145522111
24290,2024,3,176,16751.0,31.90525604025903,41.54382563351984,30.36618999604426,60.08702830751431
24291,2024,4,176,12136.0,27.84673714354397,29.285305212034807,19.20159102125282,35.27316238073321
24292,2024,5,176,16078.0,36.50504603066802,84.34181484394408,33.348189209152295,57.94076141675841
24293,2024,6,176,12787.0,35.408868974614684,80.7805359127989,25.725750430590793,39.71250889317225
24294,2024,7,176,15121.0,29.409153153455424,77.93219840434644,25.26680709280679,42.00708391507672
24295,2024,8,176,19165.0,38.02603944889505,86.77562429080933,41.40733216125418,65.4484059854542
24296,2024,9,176,21348.0,30.518986089640094,78.66891849899254,37.01814290009299,67.0255491884502
24297,2024,10,176,24947.0,28.395371574270946,81.9818577617443,40.24882583314416,68.74330042583607
