time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.053716035977146,47.053716035977146,1,47.053716035977146,47.053716035977146,0.0
,,2,,,,,,,30.918837974744584,30.918837974744584,1,30.918837974744584,30.918837974744584,0.0
,,3,,,,,,,29.992195011528093,29.992195011528093,1,29.992195011528093,29.992195011528093,0.0
,,4,,,,,,,31.518175296840024,31.518175296840024,1,31.518175296840024,31.518175296840024,0.0
,,5,,,,,,,34.63393734220351,34.63393734220351,1,34.63393734220351,34.63393734220351,0.0
,,6,,,,,,,37.08025213312707,37.08025213312707,1,37.08025213312707,37.08025213312707,0.0
,,7,,,,,,,30.251190755124828,30.251190755124828,1,30.251190755124828,30.251190755124828,0.0
,,8,,,,,,,38.037383502102124,38.037383502102124,1,38.037383502102124,38.037383502102124,0.0
,,9,,,,,,,28.61390422300702,28.61390422300702,1,28.61390422300702,28.61390422300702,0.0
,,10,,,,,,,27.662768479232287,27.662768479232287,1,27.662768479232287,27.662768479232287,0.0
,,11,,,,,,,26.874568741772475,26.874568741772475,1,26.874568741772475,26.874568741772475,0.0
,,12,,,,,,,28.452021102888082,28.452021102888082,1,28.452021102888082,28.452021102888082,0.0
