time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.165885668595564,47.165885668595564,1,47.165885668595564,47.165885668595564,0.0
,,2,,,,,,,34.35960162719872,34.35960162719872,1,34.35960162719872,34.35960162719872,0.0
,,3,,,,,,,34.26020995141846,34.26020995141846,1,34.26020995141846,34.26020995141846,0.0
,,4,,,,,,,26.87175157442765,26.87175157442765,1,26.87175157442765,26.87175157442765,0.0
,,5,,,,,,,36.947281544598866,36.947281544598866,1,36.947281544598866,36.947281544598866,0.0
,,6,,,,,,,33.99588698069958,33.99588698069958,1,33.99588698069958,33.99588698069958,0.0
,,7,,,,,,,28.110459729163374,28.110459729163374,1,28.110459729163374,28.110459729163374,0.0
,,8,,,,,,,37.19037677392108,37.19037677392108,1,37.19037677392108,37.19037677392108,0.0
,,9,,,,,,,31.963437717958964,31.963437717958964,1,31.963437717958964,31.963437717958964,0.0
,,10,,,,,,,28.56338370819575,28.56338370819575,1,28.56338370819575,28.56338370819575,0.0
,,11,,,,,,,27.49114001389265,27.49114001389265,1,27.49114001389265,27.49114001389265,0.0
,,12,,,,,,,30.784213082571473,30.784213082571473,1,30.784213082571473,30.784213082571473,0.0
