time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.103241267912786,46.103241267912786,1,46.103241267912786,46.103241267912786,0.0
,,2,,,,,,,39.55486047618895,39.55486047618895,1,39.55486047618895,39.55486047618895,0.0
,,3,,,,,,,31.822651498170394,31.822651498170394,1,31.822651498170394,31.822651498170394,0.0
,,4,,,,,,,33.92381683140787,33.92381683140787,1,33.92381683140787,33.92381683140787,0.0
,,5,,,,,,,38.53387871092107,38.53387871092107,1,38.53387871092107,38.53387871092107,0.0
,,6,,,,,,,38.02194900524696,38.02194900524696,1,38.02194900524696,38.02194900524696,0.0
,,7,,,,,,,31.200597649137556,31.200597649137556,1,31.200597649137556,31.200597649137556,0.0
,,8,,,,,,,35.57964450355571,35.57964450355571,1,35.57964450355571,35.57964450355571,0.0
,,9,,,,,,,29.065311832537212,29.065311832537212,1,29.065311832537212,29.065311832537212,0.0
,,10,,,,,,,26.6131611566782,26.6131611566782,1,26.6131611566782,26.6131611566782,0.0
,,11,,,,,,,30.964374263502254,30.964374263502254,1,30.964374263502254,30.964374263502254,0.0
,,12,,,,,,,28.109920009308613,28.109920009308613,1,28.109920009308613,28.109920009308613,0.0
