time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,29.61512835709339,71.54709231638505,27.43745071213973,50.927175392796265
24287,2023,12,184,22377.0,29.912827293669096,75.76757487107977,36.378224801653985,137.08864516200907
24288,2024,1,176,15053.0,45.772944291422164,92.34630590093448,39.148871046521464,69.37717069687268
24289,2024,2,176,10004.0,27.825022633286125,25.818609743625377,15.815995819511045,26.760138248747545
24290,2024,3,176,16751.0,29.005208785627357,29.098610096073596,27.606037066366127,53.690851994707764
24291,2024,4,176,12136.0,30.079134383950603,29.21600057335442,20.740930391115025,38.316754318134606
24292,2024,5,176,16078.0,38.04761240352192,86.07622673570627,34.75735864908099,60.73795659238907
24293,2024,6,176,12787.0,41.19923819154512,83.53834061626952,29.932651065641334,42.94064268450569
24294,2024,7,176,15121.0,31.998868123377527,79.93786284699571,27.491754823499523,44.37687609143564
24295,2024,8,176,19165.0,36.17233825608015,85.21212162002129,39.38879901578273,62.500137410041496
24296,2024,9,176,21348.0,28.37862006867239,77.22524233132296,34.42197620602376,64.0215332237147
24297,2024,10,176,24947.0,25.618228038217932,81.81281550889736,36.31238266303538,64.25740390120491
