time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24286,2023,11,184,17047.0,,28.080963373569283,,68.58688049304126,26.016096882023675,46.91797278859669,,
24287,2023,12,184,22377.0,,28.55956810005874,,75.77182007216923,34.732470400816,128.9163906131335,,
24288,2024,1,176,15053.0,,49.8727886394208,,94.35978069881071,42.65540269256825,79.70596189197136,,
24289,2024,2,176,10004.0,,28.42805517278313,,24.219356129585513,16.158764997075135,27.58888453000339,,
24290,2024,3,176,16751.0,,30.648332118748854,,34.897652382410975,29.16989837052057,55.84906387612093,,
24291,2024,4,176,12136.0,,30.352667693498788,,31.734481744905178,20.929544041380755,39.155364131970835,,
24292,2024,5,176,16078.0,,37.338264767289914,,85.17871064735772,34.10935346184587,58.267079015574794,,
24293,2024,6,176,12787.0,,38.04305660896999,,83.08044969999638,27.639577548801096,40.43781900063009,,
24294,2024,7,176,15121.0,,30.62802827539776,,79.01405976055753,26.314000883652817,42.98957913703062,,
24295,2024,8,176,19165.0,,36.237594123563895,,85.50056137874338,39.459857464664886,62.746026323214295,,
24296,2024,9,176,21348.0,,29.959905232923184,,79.04822230850861,36.3400032336616,68.0309240830085,,
24297,2024,10,176,24947.0,,28.963014548157144,,82.55534165039624,41.05342749618615,72.38414810336299,,
