time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.35574635696938,46.35574635696938,1,46.35574635696938,46.35574635696938,0.0
,,2,,,,,,,29.02883895988928,29.02883895988928,1,29.02883895988928,29.02883895988928,0.0
,,3,,,,,,,32.46311661697643,32.46311661697643,1,32.46311661697643,32.46311661697643,0.0
,,4,,,,,,,29.048009322484397,29.048009322484397,1,29.048009322484397,29.048009322484397,0.0
,,5,,,,,,,37.22317260150034,37.22317260150034,1,37.22317260150034,37.22317260150034,0.0
,,6,,,,,,,38.65591950823541,38.65591950823541,1,38.65591950823541,38.65591950823541,0.0
,,7,,,,,,,29.776934889695966,29.776934889695966,1,29.776934889695966,29.776934889695966,0.0
,,8,,,,,,,36.8203376495537,36.8203376495537,1,36.8203376495537,36.8203376495537,0.0
,,9,,,,,,,29.282306534102563,29.282306534102563,1,29.282306534102563,29.282306534102563,0.0
,,10,,,,,,,27.385813678551546,27.385813678551546,1,27.385813678551546,27.385813678551546,0.0
,,11,,,,,,,27.768234288307568,27.768234288307568,1,27.768234288307568,27.768234288307568,0.0
,,12,,,,,,,29.718703470851494,29.718703470851494,1,29.718703470851494,29.718703470851494,0.0
