time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,32.9995585661641,,71.26449992606119,29.217163510944534,39.41124811371359,,
24278,2023,3,184,15072.0,,31.991492196000053,,66.57678718116632,26.205204911853958,42.26997085293866,,
24279,2023,4,184,13972.0,,28.38122680198829,,68.18195544478412,21.551222873770673,27.921502362445036,,
24280,2023,5,184,15015.0,,27.3818091063193,,68.84025708598057,22.344449115836102,31.296039420084483,,
24281,2023,6,184,13978.0,,37.90648601344768,,73.46113574341531,28.796568559563678,36.26724374667814,,
24282,2023,7,184,15509.0,,25.134200503758652,,67.28879953494808,21.185125848521356,26.278437133337476,,
24283,2023,8,184,15248.0,,24.689835779063973,,65.53595484884897,20.46035956299823,28.9412107292373,,
24284,2023,9,184,15517.0,,30.42710118589692,,72.91213032395298,25.659637451171875,37.30497807306938,,
24285,2023,10,184,17595.0,,25.18458802986633,,69.34481029508784,24.082762303559676,34.310931740684055,,
24286,2023,11,184,17047.0,,34.84243407601617,,74.42319440441646,32.280379005100414,53.657352525807354,,
24287,2023,12,184,22377.0,,33.04108273926,,71.2211193074585,40.182625459588095,129.09080604784464,,
24288,2024,1,176,15053.0,,46.47264321571187,,89.91761509788068,39.74731240489266,76.11394582979645,,
24289,2024,2,176,10004.0,,55.40337793257941,,97.14546307581355,31.49178368395025,44.97699539614039,,
24290,2024,3,176,16751.0,,35.571340461053694,,89.47999354020364,33.855427503585815,54.16678340443375,,
24291,2024,4,176,12136.0,,36.76092109164676,,90.73141518684325,25.348326043649152,32.67399995361123,,
24292,2024,5,176,16078.0,,31.011676064681197,,57.57437461626708,28.329870895905927,47.698496065370406,,
24293,2024,6,176,12787.0,,38.24917166863464,,66.3818818826715,27.78932716629722,38.662617538811126,,
24294,2024,7,176,15121.0,,26.349350365607894,,58.177391434495206,22.637984481724825,30.025642228751188,,
24295,2024,8,176,19165.0,,34.82689955761375,,60.81372654313716,37.92372329668565,56.02528009508284,,
24296,2024,9,176,21348.0,,29.684668568294327,,59.31185398310569,36.00615367022428,57.09448404840165,,
24297,2024,10,176,24947.0,,21.93933444811203,,48.81968849119283,31.097760027105156,53.13268659305657,,
