time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.53284267210521,47.53284267210521,1,47.53284267210521,47.53284267210521,0.0
,,2,,,,,,,28.93007886032412,28.93007886032412,1,28.93007886032412,28.93007886032412,0.0
,,3,,,,,,,30.364068154357867,30.364068154357867,1,30.364068154357867,30.364068154357867,0.0
,,4,,,,,,,32.15349369778647,32.15349369778647,1,32.15349369778647,32.15349369778647,0.0
,,5,,,,,,,36.44565360326864,36.44565360326864,1,36.44565360326864,36.44565360326864,0.0
,,6,,,,,,,39.45207648652388,39.45207648652388,1,39.45207648652388,39.45207648652388,0.0
,,7,,,,,,,31.269846361155622,31.269846361155622,1,31.269846361155622,31.269846361155622,0.0
,,8,,,,,,,37.65780140389973,37.65780140389973,1,37.65780140389973,37.65780140389973,0.0
,,9,,,,,,,29.464891743805538,29.464891743805538,1,29.464891743805538,29.464891743805538,0.0
,,10,,,,,,,28.71724101657145,28.71724101657145,1,28.71724101657145,28.71724101657145,0.0
,,11,,,,,,,27.461062449640117,27.461062449640117,1,27.461062449640117,27.461062449640117,0.0
,,12,,,,,,,28.234987032238497,28.234987032238497,1,28.234987032238497,28.234987032238497,0.0
