time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.461062449640117,69.73893313310634,25.44177889016386,46.60252706813393
24287,2023,12,184,22377.0,28.234987032238497,75.630109598634,34.33773395763048,126.56734947872062
24288,2024,1,176,15053.0,47.53284267210521,93.67031608367445,40.654084133136344,76.81068315332656
24289,2024,2,176,10004.0,28.93007886032412,24.95580152470306,16.444119824925142,30.135060804933097
24290,2024,3,176,16751.0,30.364068154357867,35.01546648956392,28.899346912139126,53.273325882269674
24291,2024,4,176,12136.0,32.15349369778647,32.29916469289274,22.17129542706458,42.49991154325107
24292,2024,5,176,16078.0,36.44565360326864,84.99702922010601,33.29393287689506,56.53451077141828
24293,2024,6,176,12787.0,39.45207648652388,86.2656107540744,28.66327852461255,46.01438226643909
24294,2024,7,176,15121.0,31.269846361155622,79.45855485528395,26.865417433354217,43.381238804190694
24295,2024,8,176,19165.0,37.65780140389973,87.04430505671138,41.006350221916954,64.74106172853485
24296,2024,9,176,21348.0,29.464891743805538,79.72795572201589,35.73957437197503,64.76467864224702
24297,2024,10,176,24947.0,28.71724101657145,84.40613138669065,40.70505747956863,73.21937797749814
