time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.249683629796564,47.249683629796564,1,47.249683629796564,47.249683629796564,0.0
,,2,,,,,,,27.8387986378634,27.8387986378634,1,27.8387986378634,27.8387986378634,0.0
,,3,,,,,,,29.420432568909867,29.420432568909867,1,29.420432568909867,29.420432568909867,0.0
,,4,,,,,,,30.274489280792693,30.274489280792693,1,30.274489280792693,30.274489280792693,0.0
,,5,,,,,,,37.78280792711467,37.78280792711467,1,37.78280792711467,37.78280792711467,0.0
,,6,,,,,,,39.46080491279328,39.46080491279328,1,39.46080491279328,39.46080491279328,0.0
,,7,,,,,,,29.47057974580155,29.47057974580155,1,29.47057974580155,29.47057974580155,0.0
,,8,,,,,,,37.107827582525545,37.107827582525545,1,37.107827582525545,37.107827582525545,0.0
,,9,,,,,,,30.39502865392074,30.39502865392074,1,30.39502865392074,30.39502865392074,0.0
,,10,,,,,,,28.503805680974203,28.503805680974203,1,28.503805680974203,28.503805680974203,0.0
,,11,,,,,,,28.98022399316229,28.98022399316229,1,28.98022399316229,28.98022399316229,0.0
,,12,,,,,,,30.480970153033866,30.480970153033866,1,30.480970153033866,30.480970153033866,0.0
