time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.324442546746816,46.324442546746816,1,46.324442546746816,46.324442546746816,0.0
,,2,,,,,,,31.925853680351395,31.925853680351395,1,31.925853680351395,31.925853680351395,0.0
,,3,,,,,,,31.77312629149235,31.77312629149235,1,31.77312629149235,31.77312629149235,0.0
,,4,,,,,,,29.542648338706996,29.542648338706996,1,29.542648338706996,29.542648338706996,0.0
,,5,,,,,,,36.260382408352335,36.260382408352335,1,36.260382408352335,36.260382408352335,0.0
,,6,,,,,,,41.66178391495314,41.66178391495314,1,41.66178391495314,41.66178391495314,0.0
,,7,,,,,,,29.3393949048391,29.3393949048391,1,29.3393949048391,29.3393949048391,0.0
,,8,,,,,,,35.13121972051047,35.13121972051047,1,35.13121972051047,35.13121972051047,0.0
,,9,,,,,,,29.338481323907068,29.338481323907068,1,29.338481323907068,29.338481323907068,0.0
,,10,,,,,,,27.947814637705765,27.947814637705765,1,27.947814637705765,27.947814637705765,0.0
,,11,,,,,,,28.158497115681293,28.158497115681293,1,28.158497115681293,28.158497115681293,0.0
,,12,,,,,,,29.08370835241158,29.08370835241158,1,29.08370835241158,29.08370835241158,0.0
