experiment,time_key,delta_wmape,wmape_base,wmape_exp,month,sum_abs_y
full_t1000,24277,-0.008136900768967337,33.08497357416765,33.07683667339868,2,16291.0
full_t1000,24278,0.05061370805064058,31.94346783520563,31.99408154325627,3,15072.0
full_t1000,24279,0.20055914211846115,28.355472681005672,28.556031823124133,4,13972.0
full_t1000,24280,0.22215873370201322,27.420576732634228,27.64273546633624,5,15015.0
full_t1000,24281,-0.02796888385554297,37.86491723441996,37.83694835056442,6,13978.0
full_t1000,24282,0.024025373651330284,25.1891043747453,25.21312974839663,7,15509.0
full_t1000,24283,0.08807291138959528,24.7377167093291,24.825789620718695,8,15248.0
full_t1000,24284,0.09247738729473554,30.41543362565805,30.507911012952786,9,15517.0
full_t1000,24285,0.11526257926070471,25.158428095660117,25.27369067492082,10,17595.0
full_t1000,24286,0.020098186919661032,34.7927936803017,34.81289186722136,11,17047.0
full_t1000,24287,-0.06288835380865976,33.036946263747794,32.974057909939134,12,22377.0
full_t1000,24288,-0.22673206789298206,46.981573918962894,46.75484185106991,1,15053.0
full_t1000,24289,0.18482812639715007,55.50002573204726,55.68485385844441,2,10004.0
full_t1000,24290,0.3731111420936557,35.756518689776655,36.12962983187031,3,16751.0
full_t1000,24291,0.051783478095018154,36.67962769575628,36.7314111738513,4,12136.0
full_t1000,24292,0.31418286088776526,31.14490004851608,31.459082909403847,5,16078.0
full_t1000,24293,0.18447587495116125,38.48946756983583,38.67394344478699,6,12787.0
full_t1000,24294,-0.12192265412360115,26.5026289684638,26.3807063143402,7,15121.0
full_t1000,24295,-0.09633292922953984,34.85289954094174,34.7565666117122,8,19165.0
full_t1000,24296,-0.031788893712690225,29.728843336228643,29.697054442515952,9,21348.0
full_t1000,24297,-0.011668834303232956,21.930259193557724,21.91859035925449,10,24947.0
full_t1100,24277,-0.06670176481631529,33.08497357416765,33.01827180935133,2,16291.0
full_t1100,24278,-0.09321627343536676,31.94346783520563,31.850251561770264,3,15072.0
full_t1100,24279,0.12549738333828486,28.355472681005672,28.480970064343957,4,13972.0
full_t1100,24280,0.07311049596968999,27.420576732634228,27.493687228603918,5,15015.0
full_t1100,24281,0.0033430862808785378,37.86491723441996,37.86826032070084,6,13978.0
full_t1100,24282,0.0036565037943248058,25.1891043747453,25.192760878539623,7,15509.0
full_t1100,24283,0.016623541540763398,24.7377167093291,24.754340250869863,8,15248.0
full_t1100,24284,0.05933240784914773,30.41543362565805,30.474766033507198,9,15517.0
full_t1100,24285,0.08210437207710441,25.158428095660117,25.24053246773722,10,17595.0
full_t1100,24286,0.010503832808737457,34.7927936803017,34.80329751311044,11,17047.0
full_t1100,24287,0.003559531744457445,33.036946263747794,33.04050579549225,12,22377.0
full_t1100,24288,-0.0869254657915377,46.981573918962894,46.89464845317136,1,15053.0
full_t1100,24289,0.025171701644055133,55.50002573204726,55.52519743369132,2,10004.0
full_t1100,24290,-0.09784951266100705,35.756518689776655,35.65866917711565,3,16751.0
full_t1100,24291,0.04576671728587911,36.67962769575628,36.72539441304216,4,12136.0
full_t1100,24292,0.02323207103103897,31.14490004851608,31.16813211954712,5,16078.0
full_t1100,24293,-0.04293524259659165,38.48946756983583,38.44653232723924,6,12787.0
full_t1100,24294,0.0365805148163858,26.5026289684638,26.539209483280185,7,15121.0
full_t1100,24295,-0.04800129210454429,34.85289954094174,34.8048982488372,8,19165.0
full_t1100,24296,-0.03783965972963088,29.728843336228643,29.69100367649901,9,21348.0
full_t1100,24297,0.04608350635965053,21.930259193557724,21.976342699917375,10,24947.0
full_t1200,24277,-0.08469941566152528,33.08497357416765,33.00027415850612,2,16291.0
full_t1200,24278,0.032072500058799136,31.94346783520563,31.97554033526443,3,15072.0
full_t1200,24279,0.07645292743515597,28.355472681005672,28.431925608440828,4,13972.0
full_t1200,24280,0.006225997513229942,27.420576732634228,27.426802730147458,5,15015.0
full_t1200,24281,-0.0226472065093688,37.86491723441996,37.842270027910594,6,13978.0
full_t1200,24282,-0.018596679915752645,25.1891043747453,25.170507694829546,7,15509.0
full_t1200,24283,-0.032045295831416354,24.7377167093291,24.705671413497683,8,15248.0
full_t1200,24284,-0.004049867685445463,30.41543362565805,30.411383757972605,9,15517.0
full_t1200,24285,-0.0047410648971499825,25.158428095660117,25.153687030762967,10,17595.0
full_t1200,24286,0.009516536255922858,34.7927936803017,34.80231021655762,11,17047.0
full_t1200,24287,-0.012847067454544003,33.036946263747794,33.02409919629325,12,22377.0
full_t1200,24288,0.09615592827299224,46.981573918962894,47.07772984723589,1,15053.0
full_t1200,24289,0.010153752524878712,55.50002573204726,55.51017948457214,2,10004.0
full_t1200,24290,0.030164062197577834,35.756518689776655,35.78668275197423,3,16751.0
full_t1200,24291,0.014372946953571386,36.67962769575628,36.69400064270985,4,12136.0
full_t1200,24292,-0.08216451717737172,31.14490004851608,31.06273553133871,5,16078.0
full_t1200,24293,0.12973359688886887,38.48946756983583,38.6192011667247,6,12787.0
full_t1200,24294,-0.04490393903565604,26.5026289684638,26.457725029428143,7,15121.0
full_t1200,24295,0.0009952946241682525,34.85289954094174,34.85389483556591,8,19165.0
full_t1200,24296,-0.014498083247922011,29.728843336228643,29.71434525298072,9,21348.0
full_t1200,24297,0.02880164481415548,21.930259193557724,21.95906083837188,10,24947.0
full_t1300,24277,-0.08541500800355095,33.08497357416765,32.9995585661641,2,16291.0
full_t1300,24278,0.04802436079442174,31.94346783520563,31.991492196000053,3,15072.0
full_t1300,24279,0.025754120982618645,28.355472681005672,28.38122680198829,4,13972.0
full_t1300,24280,-0.038767626314928805,27.420576732634228,27.3818091063193,5,15015.0
full_t1300,24281,0.04156877902772038,37.86491723441996,37.90648601344768,6,13978.0
full_t1300,24282,-0.054903870986649395,25.1891043747453,25.13420050375865,7,15509.0
full_t1300,24283,-0.04788093026512641,24.7377167093291,24.689835779063973,8,15248.0
full_t1300,24284,0.011667560238869612,30.41543362565805,30.42710118589692,9,15517.0
full_t1300,24285,0.026159934206212654,25.158428095660117,25.18458802986633,10,17595.0
full_t1300,24286,0.04964039571446932,34.7927936803017,34.84243407601617,11,17047.0
full_t1300,24287,0.00413647551220464,33.036946263747794,33.04108273926,12,22377.0
full_t1300,24288,-0.5089307032510249,46.981573918962894,46.47264321571187,1,15053.0
full_t1300,24289,-0.09664779946785274,55.50002573204726,55.40337793257941,2,10004.0
full_t1300,24290,-0.18517822872296108,35.756518689776655,35.571340461053694,3,16751.0
full_t1300,24291,0.08129339589047646,36.67962769575628,36.76092109164676,4,12136.0
full_t1300,24292,-0.1332239838348812,31.14490004851608,31.0116760646812,5,16078.0
full_t1300,24293,-0.24029590120119337,38.48946756983583,38.24917166863464,6,12787.0
full_t1300,24294,-0.1532786028559059,26.5026289684638,26.349350365607894,7,15121.0
full_t1300,24295,-0.025999983327992027,34.85289954094174,34.82689955761375,8,19165.0
full_t1300,24296,-0.044174767934315184,29.728843336228643,29.684668568294327,9,21348.0
full_t1300,24297,0.009075254554307577,21.930259193557724,21.93933444811203,10,24947.0
