experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
full_t1300,21,-0.062732244,-0.185178229,-0.038767626,0.04802436079442174,0.5714285714285714
full_t1100,21,0.003861735971685931,-0.086925466,0.010503832808737457,0.07311049596968999,0.3333333333333333
full_t1200,21,0.005402478577293733,-0.044903939,0.0009952946241682525,0.07645292743515597,0.47619047619047616
full_t1000,21,0.0635338089103179,-0.096332929,0.05061370805064058,0.22215873370201322,0.38095238095238093
