experiment,wmape_weighted_base,wmape_weighted_exp,phase3_score_base,phase3_score_exp,peak_std_base,peak_std_exp,dec_mean_base,dec_mean_exp,delta_wmape_weighted,delta_phase3_score,delta_peak_std,delta_dec_mean
full_t1300,32.02938601949635,31.971321018255384,43.90271011555161,43.85413691337632,1.2415716149741471,1.27374774551974,33.036946263747794,33.04108273926,-0.058065001240965586,-0.04857320217529093,0.03217613054559276,0.00413647551220464
full_t1200,32.02938601949635,32.032951305133714,43.90271011555161,43.90573229153875,1.2415716149741471,1.2573850708095868,33.036946263747794,33.02409919629325,0.003565285637364468,0.003022175987133835,0.015813455835439694,-0.012847067454544003
full_t1100,32.02938601949635,32.03231772393289,43.90271011555161,43.908115246692,1.2415716149741471,1.2464819773473004,33.036946263747794,33.04050579549225,0.002931704436541338,0.005405131140385322,0.004910362373153232,0.003559531744457445
full_t1000,32.02938601949635,32.08380192800954,43.90271011555161,43.94978518665583,1.2415716149741471,1.3002519606703564,33.036946263747794,32.974057909939134,0.054415908513192335,0.04707507110421716,0.05868034569620928,-0.06288835380865976
