time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.750884163852966,45.750884163852966,1,45.750884163852966,45.750884163852966,0.0
,,2,,,,,,,30.95572174180234,30.95572174180234,1,30.95572174180234,30.95572174180234,0.0
,,3,,,,,,,30.742369865888218,30.742369865888218,1,30.742369865888218,30.742369865888218,0.0
,,4,,,,,,,28.81582572565151,28.81582572565151,1,28.81582572565151,28.81582572565151,0.0
,,5,,,,,,,35.11108109794517,35.11108109794517,1,35.11108109794517,35.11108109794517,0.0
,,6,,,,,,,36.96557657959282,36.96557657959282,1,36.96557657959282,36.96557657959282,0.0
,,7,,,,,,,29.497450224930976,29.497450224930976,1,29.497450224930976,29.497450224930976,0.0
,,8,,,,,,,37.3196504978843,37.3196504978843,1,37.3196504978843,37.3196504978843,0.0
,,9,,,,,,,29.30602002990284,29.30602002990284,1,29.30602002990284,29.30602002990284,0.0
,,10,,,,,,,27.758042547685314,27.758042547685314,1,27.758042547685314,27.758042547685314,0.0
,,11,,,,,,,26.981589775667526,26.981589775667526,1,26.981589775667526,26.981589775667526,0.0
,,12,,,,,,,29.843273454329765,29.843273454329765,1,29.843273454329765,29.843273454329765,0.0
