time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,28.318671421914733,73.53179125060213,26.23632563746633,49.040755089885806
24287,2023,12,184,22377.0,29.392723555895607,75.33663214027388,35.745705163601954,127.99542372063424
24288,2024,1,176,15053.0,44.12392839910103,91.188306885743,37.73849398816294,72.31745354870296
24289,2024,2,176,10004.0,25.6994025768987,23.106843685943968,14.607774055641737,24.887935770170127
24290,2024,3,176,16751.0,29.487570656660438,34.64919540394034,28.06513045850676,53.46493158812134
24291,2024,4,176,12136.0,29.004808397376657,30.01919962527167,20.000133790372903,36.49694441242866
24292,2024,5,176,16078.0,35.9070951312901,84.09573749853323,32.80194747277739,56.00739751270568
24293,2024,6,176,12787.0,36.474476349436486,82.81619420702793,26.499950515922976,39.954946577312946
24294,2024,7,176,15121.0,30.243913488252854,78.84382717496902,25.98398953726542,42.55606391399346
24295,2024,8,176,19165.0,37.117981729740485,85.1739313934659,40.418529536958886,63.77025858456994
24296,2024,9,176,21348.0,30.80922838565194,79.83886700938058,37.37019361232373,68.21558514402525
24297,2024,10,176,24947.0,27.70725972096774,82.64972964502402,39.273466378351266,68.78781780269411
