time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,44.95748713443739,44.95748713443739,1,44.95748713443739,44.95748713443739,0.0
,,2,,,,,,,28.484408382436726,28.484408382436726,1,28.484408382436726,28.484408382436726,0.0
,,3,,,,,,,30.32335333652174,30.32335333652174,1,30.32335333652174,30.32335333652174,0.0
,,4,,,,,,,28.844140076265685,28.844140076265685,1,28.844140076265685,28.844140076265685,0.0
,,5,,,,,,,36.864016835922556,36.864016835922556,1,36.864016835922556,36.864016835922556,0.0
,,6,,,,,,,36.981406187030075,36.981406187030075,1,36.981406187030075,36.981406187030075,0.0
,,7,,,,,,,29.470833826635534,29.470833826635534,1,29.470833826635534,29.470833826635534,0.0
,,8,,,,,,,37.03471731185663,37.03471731185663,1,37.03471731185663,37.03471731185663,0.0
,,9,,,,,,,30.725703123799263,30.725703123799263,1,30.725703123799263,30.725703123799263,0.0
,,10,,,,,,,29.008070729854452,29.008070729854452,1,29.008070729854452,29.008070729854452,0.0
,,11,,,,,,,28.295373040301993,28.295373040301993,1,28.295373040301993,28.295373040301993,0.0
,,12,,,,,,,30.741917856179533,30.741917856179533,1,30.741917856179533,30.741917856179533,0.0
