time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.22742671892857,45.22742671892857,1,45.22742671892857,45.22742671892857,0.0
,,2,,,,,,,30.37824054045575,30.37824054045575,1,30.37824054045575,30.37824054045575,0.0
,,3,,,,,,,29.730171106188713,29.730171106188713,1,29.730171106188713,29.730171106188713,0.0
,,4,,,,,,,31.583874795311345,31.583874795311345,1,31.583874795311345,31.583874795311345,0.0
,,5,,,,,,,35.57183358300453,35.57183358300453,1,35.57183358300453,35.57183358300453,0.0
,,6,,,,,,,37.86266098486741,37.86266098486741,1,37.86266098486741,37.86266098486741,0.0
,,7,,,,,,,30.93173905427728,30.93173905427728,1,30.93173905427728,30.93173905427728,0.0
,,8,,,,,,,37.51788943293676,37.51788943293676,1,37.51788943293676,37.51788943293676,0.0
,,9,,,,,,,28.873331380792415,28.873331380792415,1,28.873331380792415,28.873331380792415,0.0
,,10,,,,,,,27.626975288014066,27.626975288014066,1,27.626975288014066,27.626975288014066,0.0
,,11,,,,,,,27.261095961336824,27.261095961336824,1,27.261095961336824,27.261095961336824,0.0
,,12,,,,,,,28.772736474372774,28.772736474372774,1,28.772736474372774,28.772736474372774,0.0
