time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.261095961336824,67.67184128817998,25.256516459397222,46.83392882519474
24287,2023,12,184,22377.0,28.772736474372774,74.20837937036903,34.99171326559998,126.66818284309335
24288,2024,1,176,15053.0,45.22742671892857,93.68829021906193,38.68229854545635,71.15420957921202
24289,2024,2,176,10004.0,30.37824054045575,26.159870215067325,17.267268089018142,29.739634730334068
24290,2024,3,176,16751.0,29.730171106188713,34.33248574975412,28.296028193168585,54.09008966022024
24291,2024,4,176,12136.0,31.583874795311345,32.1426233483404,21.77851730203969,40.87720624429638
24292,2024,5,176,16078.0,35.57183358300453,84.43805021037065,32.49567842883789,53.98587385460688
24293,2024,6,176,12787.0,37.86266098486741,85.92028857136573,27.508513978039744,41.20158786626286
24294,2024,7,176,15121.0,30.93173905427728,80.18529733487111,26.574933309075387,42.984868721656646
24295,2024,8,176,19165.0,37.51788943293676,87.8776668279616,40.85399721489961,64.25288361124345
24296,2024,9,176,21348.0,28.873331380792415,79.12557269771565,35.02203854074752,63.522424262162744
24297,2024,10,176,24947.0,27.626975288014066,84.20798989033057,39.15966775625493,68.97907492494618
