time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,33.300963203870865,,71.44806540361867,29.48402128012284,39.64620946986216,,
24278,2023,3,184,15072.0,,32.0449275828724,,66.67649418336421,26.248975463535476,41.8049137764898,,
24279,2023,4,184,13972.0,,28.609020540033754,,68.42372190152706,21.724197553551715,28.087853370122563,,
24280,2023,5,184,15015.0,,27.833045707954156,,69.18856411229436,22.712672897007156,31.5103485306068,,
24281,2023,6,184,13978.0,,37.86962150009358,,73.48340263800313,28.76856355045153,36.216710281446204,,
24282,2023,7,184,15509.0,,25.26057953760436,,67.35679198354505,21.291648263516635,26.182509023375406,,
24283,2023,8,184,15248.0,,24.8380250845726,,65.59597855244999,20.5831633961719,29.096310315203233,,
24284,2023,9,184,15517.0,,30.865563723724005,,73.22845424879858,26.02939958157747,37.353570387174535,,
24285,2023,10,184,17595.0,,25.312945774313604,,69.40702736981632,24.205504396687385,34.36481546231328,,
24286,2023,11,184,17047.0,,34.74571594795034,,74.297471736157,32.190772813299425,53.219412199901434,,
24287,2023,12,184,22377.0,,32.912418857977976,,71.13854464770579,40.02615199918332,128.96587495905115,,
24288,2024,1,176,15053.0,,46.88719757876824,,90.38843476241205,40.10187415643172,74.97539714197865,,
24289,2024,2,176,10004.0,,55.99762391491158,,97.31535481616646,31.829558502544057,44.809740514167565,,
24290,2024,3,176,16751.0,,36.03503912870553,,89.60586424582054,34.296757979826495,53.57331231092925,,
24291,2024,4,176,12136.0,,36.730111611855996,,90.67812886651988,25.32708150690252,32.63127761269372,,
24292,2024,5,176,16078.0,,31.447315299106126,,58.2157665535733,28.727837237444792,47.28531992762239,,
24293,2024,6,176,12787.0,,38.5775356303166,,66.64594169470249,28.027894778685138,38.826081157744376,,
24294,2024,7,176,15121.0,,26.408450006374363,,58.287916474987256,22.688759803771973,29.80014070532573,,
24295,2024,8,176,19165.0,,34.73366509210401,,60.52722860170802,37.82219838012349,56.08969350268161,,
24296,2024,9,176,21348.0,,29.70205385273531,,59.402754235151136,36.027241230010986,56.66117069324368,,
24297,2024,10,176,24947.0,,21.936477010950718,,48.871586836184115,31.09370977228338,52.798348578111046,,
