trial_number,wmape_weighted,peak_std_11_12,wmape_composite,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,dist_utopia
114,24.101849742427802,0.7283118188444808,24.830161561272284,0.010150665434429315,5,15,0.8984179517061692,0.9085081386743783,0.00034135688957013003,0.34431268556453326,0.34760717857538914,1.0
58,24.1898984105219,0.33955694156851274,24.529455352090412,0.013916438390377948,6,14,0.822080324639785,0.8118602313424026,0.12976941336928302,0.10689751565977942,1.5602040635334324,0.21681765463552283
112,24.216418107333723,0.18198604925955023,24.398404156593273,0.028610355700540175,5,10,0.818246715726374,0.6225213102727349,0.00036167777684591846,14.890829217018695,2.716051925868191,0.0642124992648002
50,24.431792453779686,0.0904357646443719,24.522228218424058,0.01019005058575656,6,11,0.6888431241882921,0.8048372233197124,0.0011595696872206103,1.3481391894993757,0.9696087960622657,0.046705858473458
95,24.592569791626584,0.08151492782174145,24.674084719448324,0.014805040254047405,8,15,0.7119735587783771,0.9819461122652776,0.29332932161676384,0.17198046675586048,1.8351622387030568,0.08333447843531337
136,24.615755530041387,0.025480523999214782,24.6412360540406,0.011926324174062874,6,15,0.7822627011142852,0.7218455076693483,0.00028771223716237863,14.890829217018695,1.320457481218804,0.07975179936357658
67,25.282969047270765,0.010254432386282656,25.293223479657048,0.011926324174062874,8,9,0.8767580790770773,0.8607845038010402,0.00028771223716237863,2.243494307694157,0.8796323150941936,0.4167702720738301
55,25.931558930040875,0.004179909678614132,25.93573883971949,0.010710624350565447,8,5,0.7540390914407701,0.9404546686067428,0.0006520859035130674,0.03626608213979329,0.750728694493786,1.0
