time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,43.2447774706212,43.2447774706212,1,43.2447774706212,43.2447774706212,0.0
,,2,,,,,,,29.3594502692498,29.3594502692498,1,29.3594502692498,29.3594502692498,0.0
,,3,,,,,,,31.642511520832496,31.642511520832496,1,31.642511520832496,31.642511520832496,0.0
,,4,,,,,,,32.37886516885789,32.37886516885789,1,32.37886516885789,32.37886516885789,0.0
,,5,,,,,,,38.8480126497967,38.8480126497967,1,38.8480126497967,38.8480126497967,0.0
,,6,,,,,,,40.46166734855658,40.46166734855658,1,40.46166734855658,40.46166734855658,0.0
,,7,,,,,,,32.23959734842163,32.23959734842163,1,32.23959734842163,32.23959734842163,0.0
,,8,,,,,,,37.03584786201105,37.03584786201105,1,37.03584786201105,37.03584786201105,0.0
,,9,,,,,,,29.12140491603979,29.12140491603979,1,29.12140491603979,29.12140491603979,0.0
,,10,,,,,,,29.2828443576416,29.2828443576416,1,29.2828443576416,29.2828443576416,0.0
,,11,,,,,,,26.772872570413558,26.772872570413558,1,26.772872570413558,26.772872570413558,0.0
,,12,,,,,,,29.351977977171593,29.351977977171593,1,29.351977977171593,29.351977977171593,0.0
