time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24286,2023,11,184,17047.0,,28.323961040112057,,68.73587378994962,26.2412262962386,47.0263944245345,,
24287,2023,12,184,22377.0,,28.41462344992682,,75.61255450226554,34.55619722494634,128.66033085882665,,
24288,2024,1,176,15053.0,,49.75303195782722,,94.41589393603232,42.5529767080212,79.85912005867146,,
24289,2024,2,176,10004.0,,28.36921386094057,,24.19257536902166,16.125319060502807,27.498314237382704,,
24290,2024,3,176,16751.0,,30.81015016031248,,34.974538428556755,29.32391053042014,56.253203050403336,,
24291,2024,4,176,12136.0,,30.2960851495871,,31.681877597536122,20.890527805419833,39.02769692140145,,
24292,2024,5,176,16078.0,,37.42571189886977,,85.23192714770059,34.18923840397888,58.452899137353775,,
24293,2024,6,176,12787.0,,38.01578954823953,,83.03312712658418,27.619767099621527,40.41936890709775,,
24294,2024,7,176,15121.0,,30.60896562642361,,78.89295563814915,26.297623252110874,43.01828327707666,,
24295,2024,8,176,19165.0,,36.006965197115946,,85.17165335786281,39.20872090924586,62.54276986972248,,
24296,2024,9,176,21348.0,,29.876623507592715,,79.03579361081128,36.238986286368714,67.90167590962196,,
24297,2024,10,176,24947.0,,28.879664736636702,,82.32091030176886,40.93528387414067,72.53329498594412,,
