time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.31383222992826,45.31383222992826,1,45.31383222992826,45.31383222992826,0.0
,,2,,,,,,,30.59874575045305,30.59874575045305,1,30.59874575045305,30.59874575045305,0.0
,,3,,,,,,,33.13586825965413,33.13586825965413,1,33.13586825965413,33.13586825965413,0.0
,,4,,,,,,,30.559523543023058,30.559523543023058,1,30.559523543023058,30.559523543023058,0.0
,,5,,,,,,,38.54230174686601,38.54230174686601,1,38.54230174686601,38.54230174686601,0.0
,,6,,,,,,,38.508013360186325,38.508013360186325,1,38.508013360186325,38.508013360186325,0.0
,,7,,,,,,,30.63592066767612,30.63592066767612,1,30.63592066767612,30.63592066767612,0.0
,,8,,,,,,,35.968863136959214,35.968863136959214,1,35.968863136959214,35.968863136959214,0.0
,,9,,,,,,,29.509098994823983,29.509098994823983,1,29.509098994823983,29.509098994823983,0.0
,,10,,,,,,,26.92948765347227,26.92948765347227,1,26.92948765347227,26.92948765347227,0.0
,,11,,,,,,,30.59021294935393,30.59021294935393,1,30.59021294935393,30.59021294935393,0.0
,,12,,,,,,,29.219076903842446,29.219076903842446,1,29.219076903842446,29.219076903842446,0.0
