time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,51.90731418903999,51.90731418903999,1,51.90731418903999,51.90731418903999,0.0
,,2,,,,,,,29.132939482680907,29.132939482680907,1,29.132939482680907,29.132939482680907,0.0
,,3,,,,,,,34.68647690280944,34.68647690280944,1,34.68647690280944,34.68647690280944,0.0
,,4,,,,,,,30.55022582140687,30.55022582140687,1,30.55022582140687,30.55022582140687,0.0
,,5,,,,,,,38.02525282959303,38.02525282959303,1,38.02525282959303,38.02525282959303,0.0
,,6,,,,,,,35.97316467525394,35.97316467525394,1,35.97316467525394,35.97316467525394,0.0
,,7,,,,,,,31.573906760994998,31.573906760994998,1,31.573906760994998,31.573906760994998,0.0
,,8,,,,,,,38.01533166557312,38.01533166557312,1,38.01533166557312,38.01533166557312,0.0
,,9,,,,,,,31.206976386272196,31.206976386272196,1,31.206976386272196,31.206976386272196,0.0
,,10,,,,,,,28.93762828577524,28.93762828577524,1,28.93762828577524,28.93762828577524,0.0
,,11,,,,,,,28.244972591279637,28.244972591279637,1,28.244972591279637,28.244972591279637,0.0
,,12,,,,,,,31.621909312856317,31.621909312856317,1,31.621909312856317,31.621909312856317,0.0
