time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24277,2023,2,184,16291.0,,32.86553715907308,,71.2013833786875,29.0985035792641,39.290119882757196,,
24278,2023,3,184,15072.0,,31.97839546102374,,66.55732922268906,26.194476977638576,42.281115219698926,,
24279,2023,4,184,13972.0,,28.425302404474127,,68.21079780879911,21.584691586701766,27.950063081995843,,
24280,2023,5,184,15015.0,,27.295148648145474,,68.82177434176565,22.273731356081754,31.236216786787082,,
24281,2023,6,184,13978.0,,37.7730913881342,,73.35694094061841,28.695232142572817,36.21104484472575,,
24282,2023,7,184,15509.0,,25.142333232208884,,67.29795105329865,21.191980766213458,26.369549979932078,,
24283,2023,8,184,15248.0,,24.63016846497687,,65.50606128403457,20.41091351923735,28.87967648412533,,
24284,2023,9,184,15517.0,,30.309822747270545,,72.84547008538671,25.56073475920636,37.25886751998352,,
24285,2023,10,184,17595.0,,25.1342865579946,,69.32683788048458,24.034661521082338,34.475861089439064,,
24286,2023,11,184,17047.0,,34.83073142306745,,74.44621108878908,32.26953687875167,53.50295107031804,,
24287,2023,12,184,22377.0,,32.95897098426531,,71.20982705694153,40.082765962766565,129.50222985522004,,
24288,2024,1,176,15053.0,,46.567991438287685,,89.96771880602346,39.828862222758204,76.41866304481854,,
24289,2024,2,176,10004.0,,55.4774279596328,,97.16916544884708,31.53387439250946,45.02601344764366,,
24290,2024,3,176,16751.0,,35.575819126521075,,89.53173171747366,33.85969012433832,54.30472978849107,,
24291,2024,4,176,12136.0,,36.8461424218406,,90.75191958699573,25.40709002451463,32.78281815341609,,
24292,2024,5,176,16078.0,,30.87374385516284,,57.38387292162405,28.20386668768796,47.683437398846834,,
24293,2024,6,176,12787.0,,38.231287489581014,,66.37793153603685,27.776333700526845,38.705743987284414,,
24294,2024,7,176,15121.0,,26.3482849320898,,58.18361010481201,22.637069116939198,29.967654788587353,,
24295,2024,8,176,19165.0,,34.8283729085467,,60.70405299421506,37.92532765865326,56.25949054178149,,
24296,2024,9,176,21348.0,,29.66355226762245,,59.337029182003405,35.98054055734114,56.98401421931371,,
24297,2024,10,176,24947.0,,21.9045903652413,,48.77497346894785,31.048512263731524,53.02550771218361,,
