time_key,year,month,n_test,sum_abs_y,wmape_base,wmape,wmape_gain,smape,mae,rmse,corr_log_mean_abs,corr_log_mean
24286,2023,11,184,17047.0,,28.32564306537715,,68.74250126557433,26.242784637798056,47.01398200270342,,
24287,2023,12,184,22377.0,,28.448313389561136,,75.64192484390135,34.59716895207661,128.73369095472717,,
24288,2024,1,176,15053.0,,49.786930949634495,,94.32726823180342,42.58196997641182,79.85170614916048,,
24289,2024,2,176,10004.0,,28.39367599371935,,24.194748736209704,16.139223559157294,27.52776031155951,,
24290,2024,3,176,16751.0,,30.80639091947819,,34.97021197040752,29.320332630237452,56.24085596212734,,
24291,2024,4,176,12136.0,,30.29780380921726,,31.679561305923094,20.89171289935572,39.0387523764459,,
24292,2024,5,176,16078.0,,37.43975764447808,,85.26707295185567,34.202069511813555,58.469777381689916,,
24293,2024,6,176,12787.0,,38.02228917955079,,83.03652968413738,27.6244893033475,40.42283274393174,,
24294,2024,7,176,15121.0,,30.6126819082544,,78.88932380822166,26.300816087199703,43.01851362510823,,
24295,2024,8,176,19165.0,,35.98430444802485,,85.23522179893764,39.184045156045244,62.54874683339357,,
24296,2024,9,176,21348.0,,29.8953110625498,,79.06035254173408,36.26165344109734,67.94988794048666,,
24297,2024,10,176,24947.0,,28.930535878547666,,82.40043777418978,41.007390827393664,72.6210583617037,,
