protocol,fold,time_key,year,month,dealer_code,n_test,sum_abs_y,wmape,smape,mae,rmse,y_true,y_pred,n_unique_months_in_test
kfold_plain,1,,,,,1236,116054.0,41.862556445678244,80.59330893247107,39.306772862028666,69.66802856903189,,,7
kfold_plain,2,,,,,1235,102057.0,33.59291099883947,68.11048933549955,27.76025682436081,51.161512109137234,,,8
kfold_plain,3,,,,,1235,97339.0,23.223913949065334,62.713008434874105,18.304393197474255,34.1094274400649,,,8
kfold_plain,4,,,,,1235,111242.0,30.96060879600502,83.58651353286442,27.88761168975863,68.6755131698507,,,7
kfold_plain,5,,,,,1235,121910.0,36.412157702445604,86.25140858150687,35.943369599231936,62.93343971687993,,,8
