time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,28.986720088565608,68.73327596777379,26.855250942922716,48.97840825279795
24287,2023,12,184,22377.0,28.12886242215361,75.44065289748674,34.20867143589844,129.43999016971338
24288,2024,1,176,15053.0,47.72595365985469,94.26749187733165,40.81924888873822,77.36091624099271
24289,2024,2,176,10004.0,37.022623988152034,28.83550787408237,21.0439960441746,35.05519713332636
24290,2024,3,176,16751.0,30.60202228236558,34.98412645830557,29.125822457494653,54.80265905345073
24291,2024,4,176,12136.0,30.873575680298682,30.772024188536818,21.288733775915045,41.56427545544807
24292,2024,5,176,16078.0,36.32934370917523,84.65669243964608,33.18768114523405,56.79624000877075
24293,2024,6,176,12787.0,40.79114699965385,83.48690024666755,29.6361589025326,44.19557806858021
24294,2024,7,176,15121.0,30.12085824901517,79.86429882130125,25.878266908145363,42.701240491813365
24295,2024,8,176,19165.0,35.757317864962204,84.97847785200521,38.93687482284095,62.073629612968126
24296,2024,9,176,21348.0,29.535148128345412,79.10917010403783,35.82479217294988,65.544388333847
24297,2024,10,176,24947.0,27.642444519678467,83.87728156111585,39.1815945132056,67.36061337202992
