experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
full_t3000,12,-1.5117483402644922,-6.062383421819825,1.1121386698386182,6.403670362582444,0.4166666666666667
full_t2400,12,-1.4589980695365197,-6.261646917684184,1.100861635829018,6.35699015964909,0.4166666666666667
full_t2600,12,-1.4581572133318996,-6.025978899076455,1.0649468751606381,6.4233080425601425,0.4166666666666667
full_t3200,21,-0.07766517081943393,-0.2796696644218244,-0.07632697355197848,0.1109120600620841,0.7142857142857143
