experiment,time_key,delta_wmape,wmape_base,wmape_exp,month,sum_abs_y
full_t2400,24286,-6.35487649399041,34.43583986755969,28.080963373569283,11,17047.0
full_t2400,24287,-4.633893741763686,33.193461841822426,28.55956810005874,12,22377.0
full_t2400,24288,3.101446974594687,46.77134166482611,49.8727886394208,1,15053.0
full_t2400,24289,-22.052724633671975,50.480779806455104,28.42805517278313,2,10004.0
full_t2400,24290,-4.749653739404355,35.397985858153206,30.64833211874885,3,16751.0
full_t2400,24291,-5.422580730928146,35.775248424426934,30.352667693498788,4,12136.0
full_t2400,24292,6.537677341303496,30.800587425986425,37.33826476728992,5,16078.0
full_t2400,24293,1.1232456313692225,36.91981097760077,38.04305660896999,6,12787.0
full_t2400,24294,4.730805524759422,25.89722275063834,30.62802827539776,7,15121.0
full_t2400,24295,1.805291319666452,34.43230280389744,36.237594123563895,8,19165.0
full_t2400,24296,1.0784776402888134,28.88142759263437,29.959905232923184,9,21348.0
full_t2400,24297,7.328808073338244,21.6342064748189,28.963014548157144,10,24947.0
full_t2600,24286,-6.089483054345639,34.43583986755969,28.346356813214054,11,17047.0
full_t2600,24287,-4.651393287527966,33.193461841822426,28.54206855429446,12,22377.0
full_t2600,24288,2.996954987424928,46.77134166482611,49.76829665225104,1,15053.0
full_t2600,24289,-22.063535994455705,50.480779806455104,28.4172438119994,2,10004.0
full_t2600,24290,-4.606185076650458,35.397985858153206,30.791800781502747,3,16751.0
full_t2600,24291,-5.454441501653811,35.775248424426934,30.320806922773123,4,12136.0
full_t2600,24292,6.614442172628852,30.800587425986425,37.41502959861528,5,16078.0
full_t2600,24293,1.106868907436045,36.91981097760077,38.02667988503681,6,12787.0
full_t2600,24294,4.703100871941746,25.89722275063834,30.600323622580085,7,15121.0
full_t2600,24295,1.6429424995210624,34.43230280389744,36.075245303418505,8,19165.0
full_t2600,24296,1.0230248428852313,28.88142759263437,29.9044524355196,9,21348.0
full_t2600,24297,7.279818072812919,21.6342064748189,28.91402454763182,10,24947.0
full_t3000,24286,-6.125835207323057,34.43583986755969,28.310004660236636,11,17047.0
full_t3000,24287,-4.769979937215066,33.193461841822426,28.42348190460736,12,22377.0
full_t3000,24288,2.7467904882932928,46.77134166482611,49.5181321531194,1,15053.0
full_t3000,24289,-22.296807867498174,50.480779806455104,28.18397193895693,2,10004.0
full_t3000,24290,-4.532416632285006,35.397985858153206,30.8655692258682,3,16751.0
full_t3000,24291,-5.491317352290736,35.775248424426934,30.2839310721362,4,12136.0
full_t3000,24292,6.595015257931113,30.800587425986425,37.39560268391754,5,16078.0
full_t3000,24293,1.2248729201687851,36.91981097760077,38.14468389776955,6,12787.0
full_t3000,24294,4.68156630444442,25.89722275063834,30.57878905508276,7,15121.0
full_t3000,24295,1.594474675596274,34.43230280389744,36.02677747949372,8,19165.0
full_t3000,24296,0.9994044195084513,28.88142759263437,29.88083201214282,9,21348.0
full_t3000,24297,7.233252847495795,21.6342064748189,28.867459322314694,10,24947.0
full_t3200,24277,-0.07632697355197848,33.13218064601159,33.05585367245961,2,16291.0
full_t3200,24278,0.16163049103601068,31.88186233463814,32.04349282567415,3,15072.0
full_t3200,24279,-0.36519669271491395,28.46159405330174,28.096397360586828,4,13972.0
full_t3200,24280,-0.12898548340900362,26.71797868929979,26.588993205890787,5,15015.0
full_t3200,24281,-0.3628479972181111,37.66125141252416,37.29840341530605,6,13978.0
full_t3200,24282,-0.2004504242228684,24.474844962379613,24.274394538156745,7,15509.0
full_t3200,24283,-0.1031140340462855,24.425315938241084,24.3222019041948,8,15248.0
full_t3200,24284,-0.08992402065104699,29.93677687136377,29.84685285071272,9,15517.0
full_t3200,24285,-0.12274416646824449,24.939079447272285,24.81633528080404,10,17595.0
full_t3200,24286,0.1109120600620841,34.43583986755969,34.54675192762178,11,17047.0
full_t3200,24287,-0.02962841117979309,33.193461841822426,33.16383343064263,12,22377.0
full_t3200,24288,0.0650652712669455,46.77134166482611,46.836406936093056,1,15053.0
full_t3200,24289,-0.2796696644218244,50.480779806455104,50.20111014203328,2,10004.0
full_t3200,24290,-0.03000416191191846,35.397985858153206,35.36798169624129,3,16751.0
full_t3200,24291,0.009242484030473008,35.775248424426934,35.78449090845741,4,12136.0
full_t3200,24292,-0.18086057943644818,30.800587425986425,30.619726846549977,5,16078.0
full_t3200,24293,0.12647304056098818,36.91981097760077,37.04628401816176,6,12787.0
full_t3200,24294,-0.039644495503203814,25.89722275063834,25.857578255135135,7,15121.0
full_t3200,24295,-0.04859435660952016,34.43230280389744,34.38370844728792,8,19165.0
full_t3200,24296,0.04364988074357612,28.88142759263437,28.925077473377947,9,21348.0
full_t3200,24297,-0.0899503535630295,21.6342064748189,21.54425612125587,10,24947.0
