time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.998888518577346,45.998888518577346,1,45.998888518577346,45.998888518577346,0.0
,,2,,,,,,,31.041685103850437,31.041685103850437,1,31.041685103850437,31.041685103850437,0.0
,,3,,,,,,,32.161888152894136,32.161888152894136,1,32.161888152894136,32.161888152894136,0.0
,,4,,,,,,,28.560984901729086,28.560984901729086,1,28.560984901729086,28.560984901729086,0.0
,,5,,,,,,,36.81371891221337,36.81371891221337,1,36.81371891221337,36.81371891221337,0.0
,,6,,,,,,,37.218203901015244,37.218203901015244,1,37.218203901015244,37.218203901015244,0.0
,,7,,,,,,,29.195611633560393,29.195611633560393,1,29.195611633560393,29.195611633560393,0.0
,,8,,,,,,,37.42131778931774,37.42131778931774,1,37.42131778931774,37.42131778931774,0.0
,,9,,,,,,,30.138638699176457,30.138638699176457,1,30.138638699176457,30.138638699176457,0.0
,,10,,,,,,,28.94202085150838,28.94202085150838,1,28.94202085150838,28.94202085150838,0.0
,,11,,,,,,,27.78793284157984,27.78793284157984,1,27.78793284157984,27.78793284157984,0.0
,,12,,,,,,,31.619774295466758,31.619774295466758,1,31.619774295466758,31.619774295466758,0.0
