time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,46.65246697276576,46.65246697276576,1,46.65246697276576,46.65246697276576,0.0
,,2,,,,,,,33.17698666908107,33.17698666908107,1,33.17698666908107,33.17698666908107,0.0
,,3,,,,,,,31.705713307203943,31.705713307203943,1,31.705713307203943,31.705713307203943,0.0
,,4,,,,,,,31.881604624489174,31.881604624489174,1,31.881604624489174,31.881604624489174,0.0
,,5,,,,,,,37.453728327453526,37.453728327453526,1,37.453728327453526,37.453728327453526,0.0
,,6,,,,,,,39.742060814072595,39.742060814072595,1,39.742060814072595,39.742060814072595,0.0
,,7,,,,,,,30.347206313580905,30.347206313580905,1,30.347206313580905,30.347206313580905,0.0
,,8,,,,,,,37.418835968328764,37.418835968328764,1,37.418835968328764,37.418835968328764,0.0
,,9,,,,,,,30.425027206604245,30.425027206604245,1,30.425027206604245,30.425027206604245,0.0
,,10,,,,,,,27.445442063623688,27.445442063623688,1,27.445442063623688,27.445442063623688,0.0
,,11,,,,,,,28.585621715893655,28.585621715893655,1,28.585621715893655,28.585621715893655,0.0
,,12,,,,,,,28.581083478259888,28.581083478259888,1,28.581083478259888,28.581083478259888,0.0
