time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.255286097047076,45.255286097047076,1,45.255286097047076,45.255286097047076,0.0
,,2,,,,,,,28.33300554364483,28.33300554364483,1,28.33300554364483,28.33300554364483,0.0
,,3,,,,,,,33.45230376001798,33.45230376001798,1,33.45230376001798,33.45230376001798,0.0
,,4,,,,,,,30.188900547691073,30.188900547691073,1,30.188900547691073,30.188900547691073,0.0
,,5,,,,,,,35.281006302970006,35.281006302970006,1,35.281006302970006,35.281006302970006,0.0
,,6,,,,,,,35.2548801352288,35.2548801352288,1,35.2548801352288,35.2548801352288,0.0
,,7,,,,,,,28.87915161952402,28.87915161952402,1,28.87915161952402,28.87915161952402,0.0
,,8,,,,,,,37.319941581013914,37.319941581013914,1,37.319941581013914,37.319941581013914,0.0
,,9,,,,,,,30.940875679424,30.940875679424,1,30.940875679424,30.940875679424,0.0
,,10,,,,,,,29.148381048010314,29.148381048010314,1,29.148381048010314,29.148381048010314,0.0
,,11,,,,,,,29.33744649952598,29.33744649952598,1,29.33744649952598,29.33744649952598,0.0
,,12,,,,,,,31.726040638723106,31.726040638723106,1,31.726040638723106,31.726040638723106,0.0
