time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,47.474526770411465,47.474526770411465,1,47.474526770411465,47.474526770411465,0.0
,,2,,,,,,,31.3461112286029,31.3461112286029,1,31.3461112286029,31.3461112286029,0.0
,,3,,,,,,,30.251412562853908,30.251412562853908,1,30.251412562853908,30.251412562853908,0.0
,,4,,,,,,,29.67331446161865,29.67331446161865,1,29.67331446161865,29.67331446161865,0.0
,,5,,,,,,,36.22154639033202,36.22154639033202,1,36.22154639033202,36.22154639033202,0.0
,,6,,,,,,,38.86960040898499,38.86960040898499,1,38.86960040898499,38.86960040898499,0.0
,,7,,,,,,,30.23048501772301,30.23048501772301,1,30.23048501772301,30.23048501772301,0.0
,,8,,,,,,,36.98408810330753,36.98408810330753,1,36.98408810330753,36.98408810330753,0.0
,,9,,,,,,,29.04363265651207,29.04363265651207,1,29.04363265651207,29.04363265651207,0.0
,,10,,,,,,,27.99055029675735,27.99055029675735,1,27.99055029675735,27.99055029675735,0.0
,,11,,,,,,,26.89603703360734,26.89603703360734,1,26.89603703360734,26.89603703360734,0.0
,,12,,,,,,,29.195082835114107,29.195082835114107,1,29.195082835114107,29.195082835114107,0.0
