protocol,n_groups,wmape_weighted,wmape_mean,wmape_std,peak_mean_11_12,peak_std_11_12,dec_mean,jan_mean,feb_mean,janfeb_mean,bad_rate_wmape_ge_40,phase3_score,cv_kind,cv_order,cv_n_splits,shuffle,random_state,roll_min_train_periods,roll_gap,fixed_n_estimators,preset
random_cv,34,27.202378678267742,27.402731856554983,5.902614352652438,29.07849889826921,8.15947272685185,28.400963804459913,38.89434164261085,26.841535402581204,32.86793852259603,0.058823529411764705,39.18258419154167,random_cv,time,5.0,True,42.0,12,0,650,p2_8_r3
rolling_origin,22,30.231971729254564,31.23342237042659,13.484419746669843,28.842816045348442,0.5267111452706552,29.215257067895855,64.5231250270111,37.68177183507349,51.1024484310423,0.13636363636363635,40.58898948933577,rolling_origin,,,,,12,0,650,p2_8_r3
kfold_plain,34,33.59526139648362,33.82117497052617,12.365573747759795,33.66453294736252,7.274862037530928,31.35861999509428,62.1429120636947,37.175664609349575,49.65928833652214,0.20588235294117646,46.389493904149354,kfold_plain,time,5.0,False,,12,0,650,p2_8_r3
