experiment,wmape_weighted_base,wmape_weighted_exp,phase3_score_base,phase3_score_exp,peak_std_base,peak_std_exp,dec_mean_base,dec_mean_exp,delta_wmape_weighted,delta_phase3_score,delta_peak_std,delta_dec_mean
full_t1150,32.3939300814712,32.02938601949635,44.32310787747801,43.90271011555161,1.1173588916992985,1.2415716149741471,33.2852516373771,33.036946263747794,-0.364544061974847,-0.4203977619263952,0.12421272327484867,-0.24830537362930727
full_t900,32.3939300814712,32.12996819725804,44.32310787747801,43.97339899861258,1.1173588916992985,1.2963368042490213,33.2852516373771,32.912418857977976,-0.2639618842131597,-0.3497088788654281,0.17897791254972284,-0.3728327793991255
full_t450,32.3939300814712,32.54214073252365,44.32310787747801,44.46801985594973,1.1173588916992985,1.06580054941491,33.2852516373771,33.312654245920996,0.14821065105245168,0.14491197847171833,-0.05155834228438838,0.027402608543894758
