experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
full_t4000,21,-0.1807834954643759,-0.36314110440698144,-0.16238706911924794,0.22020445266048938,0.8095238095238095
full_t3600,21,-0.1113804245945558,-0.2637988110254028,-0.12430269834811014,0.12570498254967788,0.7142857142857143
full_t3200,21,-0.07766517081943393,-0.2796696644218244,-0.07632697355197848,0.1109120600620841,0.7142857142857143
