experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
random_best_full,12,-1.3094210125663206,-2.6836708327283327,-0.7951491695575408,0.36908813130212204,0.8333333333333334
optuna_best_full,12,-1.2460146511915688,-3.3709082062252977,-0.9731737092710748,-0.09610901763611637,0.9166666666666666
optuna_best_composite_full,12,-1.2460146511915688,-3.3709082062252977,-0.9731737092710748,-0.09610901763611637,0.9166666666666666
optuna_knee_full,12,-1.0378560369106782,-3.0006520037009055,-0.7014058614389347,0.7928846918105109,0.6666666666666666
