experiment,time_key,delta_wmape,wmape_base,wmape_exp,month,sum_abs_y
optuna_best_composite_full,24286,-0.6588258298763918,27.411410213084856,26.752584383208465,11,17047.0
optuna_best_composite_full,24287,-1.555536382884405,26.96955177592384,25.414015393039435,12,22377.0
optuna_best_composite_full,24288,-3.5697122504763783,35.93063122594988,32.3609189754735,1,15053.0
optuna_best_composite_full,24289,-3.4166270483482,30.75879746770492,27.34217041935672,2,10004.0
optuna_best_composite_full,24290,-2.959438627119173,29.88107802190652,26.92163939478735,3,16751.0
optuna_best_composite_full,24291,-1.7064864711197316,32.56017126657266,30.853684795452928,4,12136.0
optuna_best_composite_full,24292,-0.9035088005797505,30.826302742834383,29.922793942254632,5,16078.0
optuna_best_composite_full,24293,-1.0428386179623992,25.89503374513541,24.85219512717301,6,12787.0
optuna_best_composite_full,24294,-0.3502168332292115,19.5082080653405,19.15799123211129,7,15121.0
optuna_best_composite_full,24295,-0.223073972328514,23.91726551711764,23.694191544789128,8,19165.0
optuna_best_composite_full,24296,1.5160908200734013,19.14970205017529,20.66579287024869,9,21348.0
optuna_best_composite_full,24297,-0.08200180044807226,14.792058847513855,14.710057047065783,10,24947.0
optuna_best_full,24286,-0.6588258298763918,27.411410213084856,26.752584383208465,11,17047.0
optuna_best_full,24287,-1.555536382884405,26.96955177592384,25.414015393039435,12,22377.0
optuna_best_full,24288,-3.5697122504763783,35.93063122594988,32.3609189754735,1,15053.0
optuna_best_full,24289,-3.4166270483482,30.75879746770492,27.34217041935672,2,10004.0
optuna_best_full,24290,-2.959438627119173,29.88107802190652,26.92163939478735,3,16751.0
optuna_best_full,24291,-1.7064864711197316,32.56017126657266,30.853684795452928,4,12136.0
optuna_best_full,24292,-0.9035088005797505,30.826302742834383,29.922793942254632,5,16078.0
optuna_best_full,24293,-1.0428386179623992,25.89503374513541,24.85219512717301,6,12787.0
optuna_best_full,24294,-0.3502168332292115,19.5082080653405,19.15799123211129,7,15121.0
optuna_best_full,24295,-0.223073972328514,23.91726551711764,23.694191544789128,8,19165.0
optuna_best_full,24296,1.5160908200734013,19.14970205017529,20.66579287024869,9,21348.0
optuna_best_full,24297,-0.08200180044807226,14.792058847513855,14.710057047065783,10,24947.0
optuna_knee_full,24286,-1.2486736064842674,27.411410213084856,26.16273660660059,11,17047.0
optuna_knee_full,24287,-1.0454867121747604,26.96955177592384,25.92406506374908,12,22377.0
optuna_knee_full,24288,-7.747878785597283,35.93063122594988,28.182752440352598,1,15053.0
optuna_knee_full,24289,-1.0650578735551832,30.75879746770492,29.693739594149736,2,10004.0
optuna_knee_full,24290,-0.04142250059569008,29.88107802190652,29.83965552131083,3,16751.0
optuna_knee_full,24291,-3.19531627005831,32.56017126657266,29.36485499651435,4,12136.0
optuna_knee_full,24292,0.5411440373889143,30.826302742834383,31.367446780223297,5,16078.0
optuna_knee_full,24293,1.22181250020693,25.89503374513541,27.11684624534234,6,12787.0
optuna_knee_full,24294,-0.84087242175843,19.5082080653405,18.66733564358207,7,15121.0
optuna_knee_full,24295,0.7999285534107159,23.91726551711764,24.717194070528357,8,19165.0
optuna_knee_full,24296,0.7294899374086654,19.14970205017529,19.879191987583955,9,21348.0
optuna_knee_full,24297,-0.5619393011194393,14.792058847513855,14.230119546394416,10,24947.0
random_best_full,24286,-1.0468239475977725,27.411410213084856,26.364586265487084,11,17047.0
random_best_full,24287,-1.0459793392439884,26.96955177592384,25.92357243667985,12,22377.0
random_best_full,24288,-8.713795740834595,35.93063122594988,27.216835485115286,1,15053.0
random_best_full,24289,0.42314215747613204,30.75879746770492,31.18193962518105,2,10004.0
random_best_full,24290,-1.4990130547797627,29.88107802190652,28.38206496712676,3,16751.0
random_best_full,24291,-2.815299474722618,32.56017126657266,29.74487179185004,4,12136.0
random_best_full,24292,-0.9830258437015189,30.826302742834383,29.843276899132864,5,16078.0
random_best_full,24293,-0.32638345989285256,25.89503374513541,25.56865028524256,6,12787.0
random_best_full,24294,1.3608997398837097,19.5082080653405,20.86910780522421,7,15121.0
random_best_full,24295,-0.34210258770504964,23.91726551711764,23.575162929412592,8,19165.0
random_best_full,24296,-0.11739810426396957,19.14970205017529,19.03230394591132,9,21348.0
random_best_full,24297,-0.6072724954135627,14.792058847513855,14.184786352100293,10,24947.0
