time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,44.22349934123662,44.22349934123662,1,44.22349934123662,44.22349934123662,0.0
,,2,,,,,,,28.347302005452786,28.347302005452786,1,28.347302005452786,28.347302005452786,0.0
,,3,,,,,,,33.67861684306101,33.67861684306101,1,33.67861684306101,33.67861684306101,0.0
,,4,,,,,,,29.901697613788368,29.901697613788368,1,29.901697613788368,29.901697613788368,0.0
,,5,,,,,,,36.99619099485264,36.99619099485264,1,36.99619099485264,36.99619099485264,0.0
,,6,,,,,,,38.39100633370053,38.39100633370053,1,38.39100633370053,38.39100633370053,0.0
,,7,,,,,,,32.15411743686063,32.15411743686063,1,32.15411743686063,32.15411743686063,0.0
,,8,,,,,,,35.55034786013574,35.55034786013574,1,35.55034786013574,35.55034786013574,0.0
,,9,,,,,,,28.763883412372405,28.763883412372405,1,28.763883412372405,28.763883412372405,0.0
,,10,,,,,,,27.828861363952505,27.828861363952505,1,27.828861363952505,27.828861363952505,0.0
,,11,,,,,,,28.66138648359926,28.66138648359926,1,28.66138648359926,28.66138648359926,0.0
,,12,,,,,,,29.9842347353056,29.9842347353056,1,29.9842347353056,29.9842347353056,0.0
