time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.26856113517595,45.26856113517595,1,45.26856113517595,45.26856113517595,0.0
,,2,,,,,,,27.55287291499299,27.55287291499299,1,27.55287291499299,27.55287291499299,0.0
,,3,,,,,,,31.577936732511553,31.577936732511553,1,31.577936732511553,31.577936732511553,0.0
,,4,,,,,,,30.387799074698528,30.387799074698528,1,30.387799074698528,30.387799074698528,0.0
,,5,,,,,,,37.950201502430644,37.950201502430644,1,37.950201502430644,37.950201502430644,0.0
,,6,,,,,,,37.11506126861494,37.11506126861494,1,37.11506126861494,37.11506126861494,0.0
,,7,,,,,,,29.66307955377257,29.66307955377257,1,29.66307955377257,29.66307955377257,0.0
,,8,,,,,,,37.02142336352034,37.02142336352034,1,37.02142336352034,37.02142336352034,0.0
,,9,,,,,,,29.49955934815482,29.49955934815482,1,29.49955934815482,29.49955934815482,0.0
,,10,,,,,,,27.71433924597305,27.71433924597305,1,27.71433924597305,27.71433924597305,0.0
,,11,,,,,,,27.587012190098857,27.587012190098857,1,27.587012190098857,27.587012190098857,0.0
,,12,,,,,,,30.050505220822654,30.050505220822654,1,30.050505220822654,30.050505220822654,0.0
