time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.22656575033123,68.42008392083414,25.224525344885677,46.330480294380045
24287,2023,12,184,22377.0,29.50014031206963,75.76258246624242,35.87633911756425,132.0252571829127
24288,2024,1,176,15053.0,44.88319740541375,93.17505861618426,38.38788468998257,72.60190500418126
24289,2024,2,176,10004.0,31.933753277187797,27.57936638859102,18.15143566960152,29.604268765850197
24290,2024,3,176,16751.0,31.157619045418638,28.57872901197394,29.65461799032998,58.65368106050084
24291,2024,4,176,12136.0,29.000148205306665,28.91810589569781,19.99692037611373,36.3734084167918
24292,2024,5,176,16078.0,35.282500873926296,83.86423538895028,32.23136642335154,55.0459642868514
24293,2024,6,176,12787.0,36.52347988646046,83.70417693049342,26.535553256146013,39.60924149722171
24294,2024,7,176,15121.0,29.97582946497172,78.9419422498206,25.753665757945306,42.470134365838376
24295,2024,8,176,19165.0,37.54852857393007,87.17863988704205,40.88736080223692,64.30310837838218
24296,2024,9,176,21348.0,29.830579314386483,79.84179139445736,36.183136772927426,65.78844984884779
24297,2024,10,176,24947.0,28.317157426578916,84.05049158929546,40.137961722776375,69.48124681442556
