time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,27.788787764818153,66.24426124209964,25.745405707981252,46.61219410678826
24287,2023,12,184,22377.0,29.111429944628735,76.4826045573439,35.40361238429115,131.82058401291957
24288,2024,1,176,15053.0,48.36710358059696,93.67022479028347,41.36761421583671,83.68718176747204
24289,2024,2,176,10004.0,27.977806801438902,25.384261225386044,15.902839729636069,28.857769380054005
24290,2024,3,176,16751.0,32.434290646519,29.87031277417753,30.86970469430908,60.34091804043159
24291,2024,4,176,12136.0,32.93812493077029,31.259572463930752,22.71233432726297,43.06974243054184
24292,2024,5,176,16078.0,37.662513065824264,86.64569948880974,34.40556165183651,61.66589903692879
24293,2024,6,176,12787.0,38.21614764631962,81.71555214268717,27.76533408826642,40.25777075086537
24294,2024,7,176,15121.0,29.98615497691982,79.31955810338356,25.762536898068443,42.58476915374362
24295,2024,8,176,19165.0,36.036429426529516,87.00422832147153,39.24080511133172,62.437976114634466
24296,2024,9,176,21348.0,29.066438559104363,78.08757594223515,35.256268770440904,66.95628970814981
24297,2024,10,176,24947.0,26.724691378415848,83.17865999765483,37.88073158053069,68.12700129874655
