experiment,n_pairs,delta_wmape_mean,delta_wmape_p10,delta_wmape_p50,delta_wmape_p90,improve_rate
p3_2_loss_only_t650,21,0.15411593260444095,-2.53451574777333,0.294528052568932,3.9904017740700297,0.47619047619047616
p3_2_weight_only_t650,21,0.5125756214102003,-2.232942403846547,0.08164566845756838,3.7525198906788226,0.47619047619047616
p3_2_full_t650,21,7.365635479907532,2.6834143139587106,7.469910829652203,13.029542640777144,0.047619047619047616
