time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,44.965314285523725,44.965314285523725,1,44.965314285523725,44.965314285523725,0.0
,,2,,,,,,,27.995826014263415,27.995826014263415,1,27.995826014263415,27.995826014263415,0.0
,,3,,,,,,,34.00969623150451,34.00969623150451,1,34.00969623150451,34.00969623150451,0.0
,,4,,,,,,,29.295833456854538,29.295833456854538,1,29.295833456854538,29.295833456854538,0.0
,,5,,,,,,,36.23397988223056,36.23397988223056,1,36.23397988223056,36.23397988223056,0.0
,,6,,,,,,,34.551632166183396,34.551632166183396,1,34.551632166183396,34.551632166183396,0.0
,,7,,,,,,,29.46998003212982,29.46998003212982,1,29.46998003212982,29.46998003212982,0.0
,,8,,,,,,,37.403613169989235,37.403613169989235,1,37.403613169989235,37.403613169989235,0.0
,,9,,,,,,,31.805221382937443,31.805221382937443,1,31.805221382937443,31.805221382937443,0.0
,,10,,,,,,,29.90090163322328,29.90090163322328,1,29.90090163322328,29.90090163322328,0.0
,,11,,,,,,,27.74973211338209,27.74973211338209,1,27.74973211338209,27.74973211338209,0.0
,,12,,,,,,,31.149717710802317,31.149717710802317,1,31.149717710802317,31.149717710802317,0.0
