time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.60713284901116,45.60713284901116,1,45.60713284901116,45.60713284901116,0.0
,,2,,,,,,,30.52302839754538,30.52302839754538,1,30.52302839754538,30.52302839754538,0.0
,,3,,,,,,,30.499774656472766,30.499774656472766,1,30.499774656472766,30.499774656472766,0.0
,,4,,,,,,,30.671464814591616,30.671464814591616,1,30.671464814591616,30.671464814591616,0.0
,,5,,,,,,,34.6332625911519,34.6332625911519,1,34.6332625911519,34.6332625911519,0.0
,,6,,,,,,,37.47897605978785,37.47897605978785,1,37.47897605978785,37.47897605978785,0.0
,,7,,,,,,,29.909338969378634,29.909338969378634,1,29.909338969378634,29.909338969378634,0.0
,,8,,,,,,,38.06256639513631,38.06256639513631,1,38.06256639513631,38.06256639513631,0.0
,,9,,,,,,,28.994806083563535,28.994806083563535,1,28.994806083563535,28.994806083563535,0.0
,,10,,,,,,,27.723863001667336,27.723863001667336,1,27.723863001667336,27.723863001667336,0.0
,,11,,,,,,,26.459136493646422,26.459136493646422,1,26.459136493646422,26.459136493646422,0.0
,,12,,,,,,,28.37118720115983,28.37118720115983,1,28.37118720115983,28.37118720115983,0.0
