time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse
24286,2023,11,184,17047.0,26.443432527372536,71.3814674827777,24.498977950767372,43.57008994732669
24287,2023,12,184,22377.0,27.740869552942677,73.01405086293376,33.7368172818586,120.95464144316404
24288,2024,1,176,15053.0,47.5780606890411,93.79728088521708,40.692758383644076,77.21985447904727
24289,2024,2,176,10004.0,31.796476399054885,25.834493483990634,18.07340624409915,33.20518926912347
24290,2024,3,176,16751.0,30.53597600228084,56.02304932521513,29.06296215989809,55.404714933075965
24291,2024,4,176,12136.0,33.465380142871844,32.22537001947641,23.075900762152994,43.97313494978008
24292,2024,5,176,16078.0,37.05816297880071,87.69980458291148,33.853474112111236,59.21106385013824
24293,2024,6,176,12787.0,38.019365486599725,92.5442744108981,27.622365140747203,40.58349201588275
24294,2024,7,176,15121.0,31.31778614960774,80.64681559796199,26.906604793648786,44.069230576337084
24295,2024,8,176,19165.0,35.90534065637118,85.01861661469555,39.0980598681451,61.898823952926165
24296,2024,9,176,21348.0,30.774237853244863,79.65280672812337,37.327751686992684,67.19272262514822
24297,2024,10,176,24947.0,26.902555239958943,81.38513977110686,38.1328434983668,65.61001757610718
